row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,278.846.710,261.499.997,278846710.0,261499997.0
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,32.875.932,35.303.965,32875932.0,35303965.0
Công ty TNHH MTV vốn Nhà nước trên 50%,Công ty TNHH MTV vốn Nhà nước trên 50%,Công ty TNHH MTV vốn Nhà nước trên 50%,3.378.625,1.722.724,3378625.0,1722724.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,74.073.135,53.291.299,74073135.0,53291299.0
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,52.581.421,56.203.117,52581421.0,56203117.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,153.900.434,121.351.682,153900434.0,121351682.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,388.056,15.990.097,388056.0,15990097.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.525.800,2.494.808,3525800.0,2494808.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,162.649.054,139.837.100,162649054.0,139837100.0
Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,Hợp tác xã và Liên hiệp Hợp tác xã,733.219,853.633,733219.0,853633.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",861.394.038,801.477.570,861394038.0,801477570.0
"Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội",104.619.603,78.505.873,104619603.0,78505873.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,61.725.960,34.889.226,61725960.0,34889226.0
,,,1.790.691.987,1.603.421.091,1790691987.0,1603421091.0
