row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,,
Tiền gửi của Ngân hàng tại NHNN,Tiền gửi của Ngân hàng tại NHNN,Tiền gửi của Ngân hàng tại NHNN,35.225.038(7.001.815),34.431.153(9.512.869),,
Tiền vay NHNN,Tiền vay NHNN,Tiền vay NHNN,,,,
"The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.",,
"Tiền gửi của Ngân hàng tại The Bank of Tokyo -Mitsubishi UFJ, Ltd.","Tiền gửi của Ngân hàng tại The Bank of Tokyo -Mitsubishi UFJ, Ltd.","Tiền gửi của Ngân hàng tại The Bank of Tokyo -Mitsubishi UFJ, Ltd.",15.737.393(122.561),37.680.280(327.299),,
Tiền gửi tại Ngân hàngLãi dự thu,"Tiền gửi của Ngân hàng tại The Bank of Tokyo -Mitsubishi UFJ, Ltd. > Tiền gửi tại Ngân hàngLãi dự thu",Tiền gửi tại Ngân hàngLãi dự thu,-,193,,193.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Tiền gửi của Ngân hàng tại các công ty con,Các công ty con > Tiền gửi của Ngân hàng tại các công ty con,Tiền gửi của Ngân hàng tại các công ty con,3.209.620,3.419.564,3209620.0,3419564.0
Tiền vay tại Ngân hàng,Các công ty con > Tiền vay tại Ngân hàng,Tiền vay tại Ngân hàng,1.700.000,-,1700000.0,
Tiền gửi tại Ngân hàng,Các công ty con > Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,(1.830.612),(1.678.298),-1830612.0,-1678298.0
Lãi dự thu,Các công ty con > Lãi dự thu,Lãi dự thu,43.379,12.677,43379.0,12677.0
Lãi dự trả,Các công ty con > Lãi dự trả,Lãi dự trả,(20.103),(16.514),-20103.0,-16514.0
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,,
Tiền gửi của Ngân hàng tại Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina > Tiền gửi của Ngân hàng tại Ngân hàng TNHH Indovina,Tiền gửi của Ngân hàng tại Ngân hàng TNHH Indovina,12.003.634,13.150.662,12003634.0,13150662.0
Tiền gửi tại Ngân hàng,Ngân hàng TNHH Indovina > Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,(7.524.453),(10.033.469),-7524453.0,-10033469.0
Lãi dự thu,Ngân hàng TNHH Indovina > Lãi dự thu,Lãi dự thu,19.113,25.398,19113.0,25398.0
Lãi dự trả,Ngân hàng TNHH Indovina > Lãi dự trả,Lãi dự trả,(14.663),(27.511),-14663.0,-27511.0
"HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó","HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó","HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó","HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó","HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó",,
Tiền gửi tại Ngân hàng,"HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó > Tiền gửi tại Ngân hàng",Tiền gửi tại Ngân hàng,(141.308),(1.054.778),-141308.0,-1054778.0
Tiền vay của Bên liên quan,"HĐQT, BKS, Ban Điều hành và người có liên quancủa các cá nhân đó > Tiền vay của Bên liên quan",Tiền vay của Bên liên quan,249.504,138.214,249504.0,138214.0
