row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025Triệu đồng,Tại ngày 31 tháng 12 năm > 2024Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025Triệu đồng,numeric__Tại ngày 31 tháng 12 năm > 2024Triệu đồng
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mật, vàng bạc, đã quý",3,12.437.630,11.009.260,,3.0,12437630.0,11009260.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,4,35.225.038,34.431.153,,4.0,35225038.0,34431153.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",5,469.353.629,374.863.906,,5.0,469353629.0,374863906.0
1,A > 1,1,Tiền gửi tại các TCTD khác,5.1,454.547.265,371.252.257,,51.0,454547265.0,371252257.0
2,A > 2,2,Cho vay các TCTD khác,5.2,14.806.364,3.611.649,,52.0,14806364.0,3611649.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,6,228.448,-,,6.0,228448.0,
VI,A > VI,VI,Cho vay khách hàng,7,1.941.165.988,1.672.377.122,,7.0,1941165988.0,1672377122.0
1,A > 1,1,Cho vay khách hàng,,1.975.769.213,1.708.708.589,,,1975769213.0,1708708589.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,,(34.603.225),(36.331.467),,,-34603225.0,-36331467.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,8,208.695.892,210.917.810,,8.0,208695892.0,210917810.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,8.1,200.701.007,184.930.285,,81.0,200701007.0,184930285.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,8.2,8.386.748,26.386.778,,82.0,8386748.0,26386778.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,8.4,(391.863),(399.253),,84.0,-391863.0,-399253.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",9,5.835.582,5.835.582,,9.0,5835582.0,5835582.0
1,A > 1,1,Đầu tư vào công ty con,,4.123.832,4.123.832,,,4123832.0,4123832.0
2,A > 2,2,Vốn góp liên doanh,,1.688.788,1.688.788,,,1688788.0,1688788.0
4,A > 4,4,Đầu tư dài hạn khác,,22.962,22.962,,,22962.0,22962.0
X,A > X,X,Tài sản cố định,,10.571.366,9.745.660,,,10571366.0,9745660.0
1,A > 1,1,Tài sản cố định hữu hình,10,6.581.109,5.994.458,,10.0,6581109.0,5994458.0
a,A > a,a,Nguyên giá,,18.148.419,16.899.990,,,18148419.0,16899990.0
b,A > b,b,Giá trị hao mòn lũy kế,,(11.567.310),(10.905.532),,,-11567310.0,-10905532.0
3,A > 3,3,Tài sản cố định vô hình,11,3.990.257,3.751.202,,11.0,3990257.0,3751202.0
a,A > a,a,Nguyên giá,,7.176.211,6.753.667,,,7176211.0,6753667.0
b,A > b,b,Giá trị hao mòn lũy kế,,(3.185.954),(3.002.465),,,-3185954.0,-3002465.0
XI,A > XI,XI,Tài sản Có khác,,51.875.305,41.385.780,,,51875305.0,41385780.0
1,A > 1,1,Các khoản phải thu,12.1,30.702.305,25.433.411,,121.0,30702305.0,25433411.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,16.839.803,12.966.226,,,16839803.0,12966226.0
4,A > 4,4,Tài sản Có khác,12.2,4.412.353,3.065.728,,122.0,4412353.0,3065728.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,12.3,(79.156),(79.585),,123.0,-79156.0,-79585.0
,,,TỔNG TÀI SẢN CÓ,,2.735.388.878,2.360.566.273,,,2735388878.0,2360566273.0
