row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,444.565.964,382.347.881,444565964.0,382347881.0
- Bằng VND,- Bằng VND,- Bằng VND,365.704.721,322.059.229,365704721.0,322059229.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,78.861.243,60.288.652,78861243.0,60288652.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.333.922.391,1.205.502.722,1333922391.0,1205502722.0
- Bằng VND,- Bằng VND,- Bằng VND,1.287.664.023,1.167.661.644,1287664023.0,1167661644.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,46.258.368,37.841.078,46258368.0,37841078.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,5.779.558,9.998.363,5779558.0,9998363.0
- Bằng VND,- Bằng VND,- Bằng VND,4.819.360,9.134.435,4819360.0,9134435.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,960.198,863.928,960198.0,863928.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,6.424.074,5.572.125,6424074.0,5572125.0
- Bằng VND,- Bằng VND,- Bằng VND,5.846.396,5.181.752,5846396.0,5181752.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,577.678,390.373,577678.0,390373.0
,,,1.790.691.987,1.603.421.091,1790691987.0,1603421091.0
