row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,,
Gử tiền vào tài khoản tập trung của Công tyCổ phần FPT,Các khoản tương đương tiền > Gử tiền vào tài khoản tập trung của Công tyCổ phần FPT,Gử tiền vào tài khoản tập trung của Công tyCổ phần FPT,4.653.862.834,7.679.609.287,4653862834.0,7679609287.0
Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,Công nợ phải thu,,
Công ty Cổ phần FPT - Hàng hóa dịch vụ,Công nợ phải thu > Công ty Cổ phần FPT - Hàng hóa dịch vụ,Công ty Cổ phần FPT - Hàng hóa dịch vụ,3.811.771.736,-,3811771736.0,
Công ty Cổ phần FPT - Phải thu khác,Công nợ phải thu > Công ty Cổ phần FPT - Phải thu khác,Công ty Cổ phần FPT - Phải thu khác,4.653.862.834,128.639.307,4653862834.0,128639307.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công nợ phải thu > Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),13.040.785.940,770.237.239,13040785940.0,770237239.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công nợ phải thu > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),1.234.733.920,1.832.604.753,1234733920.0,1832604753.0
Công ty Cổ phần Synnex FPT (FTG),Công nợ phải thu > Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),193.161.228,273.255.255,193161228.0,273255255.0
Công ty TNHH Phân mềm FPT (FSO),Công nợ phải thu > Công ty TNHH Phân mềm FPT (FSO),Công ty TNHH Phân mềm FPT (FSO),644.258.397,1.436.703.374,644258397.0,1436703374.0
Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,Công nợ phải trả,,
Công ty Cổ phần FPT- Hàng hóa dịch vụ,Công nợ phải trả > Công ty Cổ phần FPT- Hàng hóa dịch vụ,Công ty Cổ phần FPT- Hàng hóa dịch vụ,17.057.495.371,13.926.676.496,17057495371.0,13926676496.0
Công ty Cổ phần FPT- cổ tức,Công nợ phải trả > Công ty Cổ phần FPT- cổ tức,Công ty Cổ phần FPT- cổ tức,137.656.070.000,62.570.941.000,137656070000.0,62570941000.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công nợ phải trả > Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),113.159.406,66.693.678.700,113159406.0,66693678700.0
Công ty TNHH Phân mềm FPT (FSO),Công nợ phải trả > Công ty TNHH Phân mềm FPT (FSO),Công ty TNHH Phân mềm FPT (FSO),-,1.754.830,,1754830.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công nợ phải trả > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),360.111.972,520.914.079,360111972.0,520914079.0
Công ty TNHH Phân phối FPT (FDC),Công nợ phải trả > Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),-,14.052.672.921,,14052672921.0
Công ty Cổ phần Synnex FPT (FTG),Công nợ phải trả > Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),23.818.574.679,78.232.770,23818574679.0,78232770.0
