row_label_raw,row_label_full,col_0,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi_1,Vốn đã góp tại ngày > Cuối năm,Vốn đã góp tại ngày > Cuối năm_1,Vốn đã góp tại ngày > Đầu năm,Vốn đã góp tại ngày > Đầu năm_1,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi,numeric__Theo Giấy chứng nhận đăng ký doanh nghiệp sửa đổi_1,numeric__Vốn đã góp tại ngày > Cuối năm,numeric__Vốn đã góp tại ngày > Cuối năm_1,numeric__Vốn đã góp tại ngày > Đầu năm,numeric__Vốn đã góp tại ngày > Đầu năm_1
,,,Số lượng cổ phiếu,%,Số lượng cổ phiếu,%,Số lượng cổ phiếu,%,,,,,,
1. Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,1. Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,1. Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước,75.639.129,"50,16",75.639.129,"50,16",68.762.845,"50,16",75639129.0,50.16,75639129.0,50.16,68762845.0,50.16
2. Công ty Cổ phần FPT,2. Công ty Cổ phần FPT,2. Công ty Cổ phần FPT,68.828.035,"45,65",68.828.035,"45,65",62.570.941,"45,65",68828035.0,45.65,68828035.0,45.65,62570941.0,45.65
3. Các cổ đông khác,3. Các cổ đông khác,3. Các cổ đông khác,6.316.095,"4,19",6.286.080,"4,17",5.714.808,"4,17",6316095.0,4.19,6286080.0,4.17,5714808.0,4.17
,,,150.783.259,100,150.753.244,"99,98",137.048.594,"99,98",150783259.0,100.0,150753244.0,99.98,137048594.0,99.98
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,,,30.015,"0,02",30.015,"0,02",,,30015.0,0.02,30015.0,0.02
,,,150.783.259,100,150.783.259,100,137.078.609,100,150783259.0,100.0,150783259.0,100.0,137078609.0,100.0
