row_label_raw,row_label_full,col_0,Số cổ phiếu bình quân gia quyền,Lãi cơ bản trên cổ phiếu,numeric__Số cổ phiếu bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu
,,,Cổ phiếu,VND,,
Theo báo cáo tài chính hợp nhất năm 2016,Theo báo cáo tài chính hợp nhất năm 2016,Theo báo cáo tài chính hợp nhất năm 2016,,5.972,,5972.0
Thuế thu nhập doanh nghiệp nộp bổ sung,Thuế thu nhập doanh nghiệp nộp bổ sung,Thuế thu nhập doanh nghiệp nộp bổ sung,(33.715.649.076),,-33715649076.0,
Số cổ phiếu bình quân gia quyền,Số cổ phiếu bình quân gia quyền,Số cổ phiếu bình quân gia quyền,137.078.609,,137078609.0,
Ảnh hưởng của khoản thuế nộp bổ sung năm 2016,Ảnh hưởng của khoản thuế nộp bổ sung năm 2016,Ảnh hưởng của khoản thuế nộp bổ sung năm 2016,,(246),,-246.0
Số đã điều chỉnh ảnh hưởng của khoản thuế thu nhập doanh nghiệp 2016 nộp bổ sung,Số đã điều chỉnh ảnh hưởng của khoản thuế thu nhập doanh nghiệp 2016 nộp bổ sung,Số đã điều chỉnh ảnh hưởng của khoản thuế thu nhập doanh nghiệp 2016 nộp bổ sung,,5.726,,5726.0
