row_label_raw,row_label_full,Số đã trình bày,Số đã trình bày_1,Số đã trình bày_2,Số phân loại lại,Số phân loại lại_1,Số phân loại lại_2,Chênh lệch,Ghi chú,numeric__Số đã trình bày_1,numeric__Số đã trình bày_2,numeric__Số phân loại lại,numeric__Số phân loại lại_1,numeric__Số phân loại lại_2,numeric__Chênh lệch,numeric__Ghi chú
Tên chỉ tiêu,Tên chỉ tiêu,Tên chỉ tiêu,Mã số,VND,Tên chỉ tiêu,Mã số,VND,,,,,,,,,
BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU,,Số đầu năm,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU,,Số đầu năm,,,,,,,,,
5. Quỹ khác thuộc vốn chủ sở hữu,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU > 5. Quỹ khác thuộc vốn chủ sở hữu,5. Quỹ khác thuộc vốn chủ sở hữu,420,-,5. Quỹ khác thuộc vốn chủ sở hữu,420,34.572.210.000,34.572.210.000,Phân loại lại,420.0,,,420.0,34572210000.0,34572210000.0,
6. Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,BÀNG CÂN ĐỔI KẾ TOÁN HỢP NHẮT D. VỐN CHỦ SỞ HỮU > 6. Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,6. Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,941.138.393.299,6. Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,906.566.183.299,(34.572.210.000),Phân loại lại,,941138393299.0,,,906566183299.0,-34572210000.0,
