row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,,
Chia cổ tức bằng cổ phiếu,Công ty Cổ phần FPT > Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,62.570.940.000,56.882.670.000,62570940000.0,56882670000.0
Chia cổ tức bằng tiền,Công ty Cổ phần FPT > Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,269.055.046.000,113.765.348.000,269055046000.0,113765348000.0
Bán hàng hóa và dịch vụ,Công ty Cổ phần FPT > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,24.651.475.200,14.540.140.046,24651475200.0,14540140046.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần FPT > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",45.684.358.272,43.053.551.756,45684358272.0,43053551756.0
Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,Các công ty liên quan,,
Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),Công ty Cổ phần Synnex FPT (FTG),,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Synnex FPT (FTG) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,4.252.687.927,3.357.533.746,4252687927.0,3357533746.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Synnex FPT (FTG) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",157.765.671.173,1.198.563.294,157765671173.0,1198563294.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),,
Bán hàng hóa và dịch vụ,Công ty TNHH Phần mềm FPT (FSO) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,50.214.198.615,46.934.989.282,50214198615.0,46934989282.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Phần mềm FPT (FSO) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",717.620.456,48.867.279,717620456.0,48867279.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),,
Bán hàng hóa và dịch vụ,Công ty TNHH Hệ thống Thông tin FPT (FIS) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,4.339.076.307,6.377.167.745,4339076307.0,6377167745.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Hệ thống Thông tin FPT (FIS) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",52.697.170.934,97.836.079.866,52697170934.0,97836079866.0
Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),Công ty TNHH Phân phối FPT (FDC),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Phân phối FPT (FDC) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",-,125.730.531.768,,125730531768.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT),,
Bán hàng hóa và dịch vụ,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,24.062.187.435,17.149.506.671,24062187435.0,17149506671.0
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (FRT) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",3.582.127.380,2.374.773.264,3582127380.0,2374773264.0
Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),Công ty TNHH Sản phẩm Công nghệ FPT (FTP),,
"Mua tài sản cổ định, hàng hóa và dịch vụ","Công ty TNHH Sản phẩm Công nghệ FPT (FTP) > Mua tài sản cổ định, hàng hóa và dịch vụ","Mua tài sản cổ định, hàng hóa và dịch vụ",-,1.418.699.646,,1418699646.0
