row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Công ty mẹ,
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty liên kết,
Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty Cổ phần Hoá đầu và Xơ sợi Việt Nam,Công ty liên kết,
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty liên kết,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty cùng Tập đoàn,
Tổng Công ty Khí Việt Nam - CTCP,Tổng Công ty Khí Việt Nam - CTCP,Tổng Công ty Khí Việt Nam - CTCP,Công ty cùng Tập đoàn,
Liên doanh Việt – Nga Vietsovpetro,Liên doanh Việt – Nga Vietsovpetro,Liên doanh Việt – Nga Vietsovpetro,Công ty cùng Tập đoàn,
Công ty Cổ phần Căng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty Cổ phần Căng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty Cổ phần Căng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,Công ty cùng Tập đoàn,
Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty cùng Tập đoàn,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,Công ty cùng Tập đoàn,
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam,Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam,Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Tổng Công ty CP Khoan và Dịch vụ khoan Dầu khí (PVD),Tổng Công ty CP Khoan và Dịch vụ khoan Dầu khí (PVD),Tổng Công ty CP Khoan và Dịch vụ khoan Dầu khí (PVD),Công ty cùng Tập đoàn,
Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công ty cùng Tập đoàn,
Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,Công ty cùng Tập đoàn,
Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng TMCP Đại chúng Việt Nam,Công ty cùng Tập đoàn,
Công ty TNHH MTV Địa lý Giếng khoan Dầu khí,Công ty TNHH MTV Địa lý Giếng khoan Dầu khí,Công ty TNHH MTV Địa lý Giếng khoan Dầu khí,Công ty cùng Tập đoàn,
Công ty CP Chứng Khoán Dầu khí - Chi nhánh TP Hồ Chí Minh,Công ty CP Chứng Khoán Dầu khí - Chi nhánh TP Hồ Chí Minh,Công ty CP Chứng Khoán Dầu khí - Chi nhánh TP Hồ Chí Minh,Công ty cùng Tập đoàn,
Công ty Cổ phần Thương mại và Dịch vụ Kỹ Thuật khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ Thuật khoan Dầu khí,Công ty Cổ phần Thương mại và Dịch vụ Kỹ Thuật khoan Dầu khí,Công ty cùng Tập đoàn,
Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty Cổ phần PVI,Công ty cùng Tập đoàn,
Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Công ty cùng Tập đoàn,
Công đoàn Dầu khí Việt Nam,Công đoàn Dầu khí Việt Nam,Công đoàn Dầu khí Việt Nam,Đơn vị cùng Tập đoàn,
Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,Đơn vị cùng Tập đoàn,
