row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,1.059.193.105.000,724.557.695.286,,33.0,1059193105000.0,724557695286.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(1.258.761.624.358),(869.427.255.390),,34.0,-1258761624358.0,-869427255390.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(1.977.035.742.700),(557.564.743.740),,36.0,-1977035742700.0,-557564743740.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(2.176.604.262.058),(702.434.303.844),,40.0,-2176604262058.0,-702434303844.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(441.894.699.570),494.716.382.331,,50.0,-441894699570.0,494716382331.0
3.,III. > 3.,3.,Tiền và tương đương tiền đầu năm,60,2.524.115.312.966,2.029.198.585.342,,60.0,2524115312966.0,2029198585342.0
3.,III. > 3.,3.,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,1.620.439.673,200.345.293,,61.0,1620439673.0,200345293.0
3.,III. > 3.,3.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.083.841.053.069,2.524.115.312.966,,70.0,2083841053069.0,2524115312966.0
Trần Xuân Thảo Người lập biểu,Trần Xuân Thảo Người lập biểu,Trần Xuân Thảo Người lập biểu,Trần Xuân Thảo Người lập biểu,Võ Ngọc Phương Kế toán trường,Ngày 28 tháng 02 năm 2023,Ngày 28 tháng 02 năm 2023,,,,
