row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,,,,
Hàng mua,a. Hàng tồn kho > Hàng mua,Hàng mua,267.561.155.169,-,137.303.973.626,-,267561155169.0,,137303973626.0,
đang di đường,đang di đường,đang di đường,đang di đường,đang di đường,đang di đường,đang di đường,,,,
"Nguyên liệu, vật liệu","đang di đường > Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",735.311.999.640,(290.262.998),557.871.471.999,(480.008.618),735311999640.0,-290262998.0,557871471999.0,-480008618.0
"Công cụ, dụng cụ","đang di đường > Công cụ, dụng cụ","Công cụ, dụng cụ",4.986.330.742,-,8.671.907.245,-,4986330742.0,,8671907245.0,
"Chi phí sản xuất, kinh doanh dở dang","đang di đường > Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",273.274.432.238,-,215.990.588.117,-,273274432238.0,,215990588117.0,
Thành phẩm,đang di đường > Thành phẩm,Thành phẩm,2.003.744.144.579,(69.018.424.938),821.955.029.260,(2.799.857.720),2003744144579.0,-69018424938.0,821955029260.0,-2799857720.0
Hàng hoá,đang di đường > Hàng hoá,Hàng hoá,726.106.609.029,(70.222.379.111),1.037.020.884.337,-,726106609029.0,-70222379111.0,1037020884337.0,
,,,4.010.984.671.397,(139.531.067.047),2.778.813.854.584,(3.279.866.338),4010984671397.0,-139531067047.0,2778813854584.0,-3279866338.0
"b. Thiết bị, vật tư, phụ tùng thay thế dài hạn","đang di đường > b. Thiết bị, vật tư, phụ tùng thay thế dài hạn","b. Thiết bị, vật tư, phụ tùng thay thế dài hạn",150.228.832.256,-,124.128.741.854,-,150228832256.0,,124128741854.0,
