row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.681.356.971.208,3.204.770.523.758,,300.0,,3681356971208.0,3204770523758.0
I.,I.,I.,Nợ ngắn hạn,310,,2.995.517.551.891,2.151.651.816.461,,310.0,,2995517551891.0,2151651816461.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,18,869.008.139.154,771.382.083.149,,311.0,18.0,869008139154.0,771382083149.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,19,71.911.963.956,124.292.938.370,,312.0,19.0,71911963956.0,124292938370.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,296.882.468.676,389.655.826.646,,313.0,15.0,296882468676.0,389655826646.0
4.,4.,4.,Phải trả người lao động,314,,219.267.116.813,173.860.882.277,,314.0,,219267116813.0,173860882277.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,20,802.572.736.521,337.883.833.828,,315.0,20.0,802572736521.0,337883833828.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,18.181.819,18.181.819,,318.0,,18181819.0,18181819.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,69.965.282.982,74.252.202.749,,319.0,21.0,69965282982.0,74252202749.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,202.043.481.704,200.133.810.219,,320.0,22.0,202043481704.0,200133810219.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,23,375.437.729.910,20.327.222.568,,321.0,23.0,375437729910.0,20327222568.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,88.410.450.356,59.844.834.836,,322.0,,88410450356.0,59844834836.0
II.,II.,II.,Nợ dài hạn,330,,685.839.419.317,1.053.118.707.297,,330.0,,685839419317.0,1053118707297.0
1.,1.,1.,Phải trả dài hạn khác,337,21,3.385.964.000,8.526.946.700,,337.0,21.0,3385964000.0,8526946700.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,24,505.108.697.415,700.468.329.150,,338.0,24.0,505108697415.0,700468329150.0
3.,3.,3.,Thuế thu nhập hoãn lại phải trả,341,,132.540.000.000,132.540.000.000,,341.0,,132540000000.0,132540000000.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,23,,165.486.270.110,,342.0,23.0,,165486270110.0
5.,5.,5.,Quỹ phát triển khoa học và công nghệ,343,,44.804.757.902,46.097.161.337,,343.0,,44804757902.0,46097161337.0
