row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,18.744.713.575.383,12.881.680.840.632,,1.0,,18744713575383.0,12881680840632.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,117.534.031.118,95.539.647.280,,2.0,,117534031118.0,95539647280.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,28,18.627.179.544.265,12.786.141.193.352,,10.0,28.0,18627179544265.0,12786141193352.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,28,10.788.959.662.813,8.000.602.438.317,,11.0,28.0,10788959662813.0,8000602438317.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,28,7.838.219.881.452,4.785.538.755.035,,20.0,28.0,7838219881452.0,4785538755035.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,365.063.532.585,175.513.945.627,,21.0,30.0,365063532585.0,175513945627.0
7.,7.,7.,Chi phí tài chính,22,31,85.257.284.733,74.648.067.031,,22.0,31.0,85257284733.0,74648067031.0
,,,- Trong đó: Chi phí lãi vay,23,,64.787.709.845,69.266.472.919,,23.0,,64787709845.0,69266472919.0
8.,8.,8.,"Phần lãi trong công ty liên kết, liên doanh",24,,2.662.097.523,2.503.197.142,,24.0,,2662097523.0,2503197142.0
9.,9.,9.,Chi phí bán hàng,25,32,977.707.327.576,817.762.955.253,,25.0,32.0,977707327576.0,817762955253.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,32,556.278.720.793,424.973.596.372,,26.0,32.0,556278720793.0,424973596372.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,6.586.702.178.458,3.646.171.279.148,,30.0,,6586702178458.0,3646171279148.0
12.,12.,12.,Thu nhập khác,31,,21.118.924.268,155.255.174.993,,31.0,,21118924268.0,155255174993.0
13.,13.,13.,Chi phí khác,32,,2.239.166.716,1.955.231.521,,32.0,,2239166716.0,1955231521.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,18.879.757.552,153.299.943.472,,40.0,,18879757552.0,153299943472.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,6.605.581.936.010,3.799.471.222.620,,50.0,,6605581936010.0,3799471222620.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,1.129.400.312.150,605.412.217.929,,51.0,33.0,1129400312150.0,605412217929.0
17.,17.,17.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,33,(108.709.662.383),22.542.704.132,,52.0,33.0,-108709662383.0,22542704132.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,5.584.891.286.243,3.171.516.300.559,,60.0,,5584891286243.0,3171516300559.0
,,,Trong đó:,,,,,,,,,
18.1,18.1,18.1,Lợi nhuận sau thuế của Công ty mẹ,61,,5.564.877.377.993,3.117.133.794.101,,61.0,,5564877377993.0,3117133794101.0
18.2,18.2,18.2,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,20.013.908.250,54.382.506.458,,62.0,,20013908250.0,54382506458.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,34,13.897,7.324,,70.0,34.0,13897.0,7324.0
