row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,13.578.923.480.222,9.519.579.701.251,,100.0,,13578923480222.0,9519579701251.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,2.083.841.053.069,2.524.115.312.966,,110.0,4.0,2083841053069.0,2524115312966.0
1.,1.,1.,Tiền,111,,307.981.912.328,567.149.383.517,,111.0,,307981912328.0,567149383517.0
2.,2.,2.,Các khoản tương đương tiền,112,,1.775.859.140.741,1.956.965.929.449,,112.0,,1775859140741.0,1956965929449.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,6.880.000.000.000,3.455.000.000.000,,120.0,,6880000000000.0,3455000000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,6.880.000.000.000,3.455.000.000.000,,123.0,5.0,6880000000000.0,3455000000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,458.327.989.385,488.926.629.172,,130.0,,458327989385.0,488926629172.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,234.657.477.739,262.942.321.240,,131.0,6.0,234657477739.0,262942321240.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,90.137.615.251,137.517.046.753,,132.0,7.0,90137615251.0,137517046753.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,366.959.646.684,321.676.658.968,,136.0,8.0,366959646684.0,321676658968.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.426.873.759),(233.476.873.759),,137.0,9.0,-233426873759.0,-233476873759.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,123.470,267.475.970,,139.0,,123470.0,267475970.0
IV.,IV.,IV.,Hàng tồn kho,140,10,3.871.453.604.350,2.775.533.988.246,,140.0,10.0,3871453604350.0,2775533988246.0
1.,1.,1.,Hàng tồn kho,141,,4.010.984.671.397,2.778.813.854.584,,141.0,,4010984671397.0,2778813854584.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(139.531.067.047),(3.279.866.338),,149.0,,-139531067047.0,-3279866338.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,285.300.833.418,276.003.770.867,,150.0,,285300833418.0,276003770867.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,20.104.181.210,15.329.149.739,,151.0,11.0,20104181210.0,15329149739.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,256.414.054.424,257.422.886.104,,152.0,,256414054424.0,257422886104.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,15,8.782.597.784,3.251.735.024,,153.0,15.0,8782597784.0,3251735024.0
