row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,-,1.059.193.105.000,1.059.193.105.000,-,-,,,1059193105000.0,1059193105000.0,,
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh thành phố Cần Thơ,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh thành phố Cần Thơ,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh thành phố Cần Thơ,-,-,48.000.000.000,48.000.000.000,-,-,,,48000000000.0,48000000000.0,,
Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh thành phố Hồ Chí Minh,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh thành phố Hồ Chí Minh,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh thành phố Hồ Chí Minh,-,-,250.000.000.000,250.000.000.000,-,-,,,250000000000.0,250000000000.0,,
Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh thành phố Cần Thơ,Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh thành phố Cần Thơ,Ngân hàng TMCP Ngoại Thương Việt Nam – Chi nhánh thành phố Cần Thơ,-,-,232.610.000.000,232.610.000.000,-,-,,,232610000000.0,232610000000.0,,
Ngân Hàng TMCP Đầu Tư và Phát triển Việt Nam - Chi nhánh Ngọc Khánh,Ngân Hàng TMCP Đầu Tư và Phát triển Việt Nam - Chi nhánh Ngọc Khánh,Ngân Hàng TMCP Đầu Tư và Phát triển Việt Nam - Chi nhánh Ngọc Khánh,-,-,14.850.000.000,14.850.000.000,-,-,,,14850000000.0,14850000000.0,,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Ba Đình,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Ba Đình,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Ba Đình,-,-,175.060.000.000,175.060.000.000,-,-,,,175060000000.0,175060000000.0,,
Ngân hàng TMCP Công thương Việt Nam - CN Bình Định,Ngân hàng TMCP Công thương Việt Nam - CN Bình Định,Ngân hàng TMCP Công thương Việt Nam - CN Bình Định,-,-,40.000.000.000,40.000.000.000,-,-,,,40000000000.0,40000000000.0,,
Ngân hàng TMCP Đầu tư và phát triển Việt Nam – CN Bình Định,Ngân hàng TMCP Đầu tư và phát triển Việt Nam – CN Bình Định,Ngân hàng TMCP Đầu tư và phát triển Việt Nam – CN Bình Định,-,-,197.576.000.000,197.576.000.000,-,-,,,197576000000.0,197576000000.0,,
"Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 7, thành phố Hồ Chí Minh","Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 7, thành phố Hồ Chí Minh","Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 7, thành phố Hồ Chí Minh",-,-,101.097.105.000,101.097.105.000,-,-,,,101097105000.0,101097105000.0,,
Vay dài hạn đến hạn trả (xem Thuyết minh số 24),Vay dài hạn đến hạn trả (xem Thuyết minh số 24),Vay dài hạn đến hạn trả (xem Thuyết minh số 24),200.133.810.219,200.133.810.219,202.043.481.704,200.133.810.219,202.043.481.704,202.043.481.704,200133810219.0,200133810219.0,202043481704.0,200133810219.0,202043481704.0,202043481704.0
,,,200.133.810.219,200.133.810.219,1.261.236.586.704,1.259.326.915.219,202.043.481.704,202.043.481.704,200133810219.0,200133810219.0,1261236586704.0,1259326915219.0,202043481704.0,202043481704.0
