row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,40.155.682.533,27.428.738.142,,1.0,,40155682533.0,27428738142.0
2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,,,,,
-,2. Điều chỉnh cho các khoản: > -,-,Khấu hao tài sản cố định và bất động sản đầu tư,02,V.10,38.171.115.135,37.096.613.785,,2.0,,38171115135.0,37096613785.0
-,2. Điều chỉnh cho các khoản: > -,-,Các khoản dự phòng,03,VI.4; 5,58.071.148.023,239.098.472.245,,3.0,,58071148023.0,239098472245.0
-,2. Điều chỉnh cho các khoản: > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(3.271.191.929),(25.207.682.835),,4.0,,-3271191929.0,-25207682835.0
-,2. Điều chỉnh cho các khoản: > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,(484.307.660.660),(586.036.705.149),,5.0,,-484307660660.0,-586036705149.0
-,2. Điều chỉnh cho các khoản: > -,-,Chi phí lãi vay,06,VI.5,301.452.603.868,334.690.942.070,,6.0,,301452603868.0,334690942070.0
-,2. Điều chỉnh cho các khoản: > -,-,Các khoản điều chỉnh khác,07,,6.850.410.584,9.471.254.562,,7.0,,6850410584.0,9471254562.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(42.877.892.446),36.541.632.820,,8.0,,-42877892446.0,36541632820.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm các khoản phải thu",09,,269.912.155.023,85.854.227.033,,9.0,,269912155023.0,85854227033.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm hàng tồn kho",10,,29.323.955,(4.033.620.959),,10.0,,29323955.0,-4033620959.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm các khoản phải trả",11,,(273.130.996.604),86.965.570.094,,11.0,,-273130996604.0,86965570094.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm chi phí trả trước",12,,18.576.588.902,(713.886.369),,12.0,,18576588902.0,-713886369.0
-,2. Điều chỉnh cho các khoản: > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. Điều chỉnh cho các khoản: > -,-,Tiền lãi vay đã trả,14,,(243.336.311.590),(306.983.853.812),,14.0,,-243336311590.0,-306983853812.0
-,2. Điều chỉnh cho các khoản: > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.15,-,(20.939.121.929),,15.0,,,-20939121929.0
-,2. Điều chỉnh cho các khoản: > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. Điều chỉnh cho các khoản: > -,-,Tiền chi khác cho hoạt động kinh doanh,17,,(16.878.055.464),(19.834.110.954),,17.0,,-16878055464.0,-19834110954.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(287.705.188.224),(143.143.164.076),,20.0,,-287705188224.0,-143143164076.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(3.722.078.788),-,,21.0,,-3722078788.0,
"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,333.128.182,895.466.818,,22.0,,333128182.0,895466818.0
"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,,-,(333.800.000.000),,23.0,,,-333800000000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,244.001.288.375,724.815.868.088,,24.0,,244001288375.0,724815868088.0
5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,-,-,,25.0,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,34.169.047.000,,26.0,,,34169047000.0
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,222.867.154.406,276.115.013.656,,27.0,,222867154406.0,276115013656.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,463.479.492.175,702.195.395.562,,30.0,,463479492175.0,702195395562.0
