row_label_raw,row_label_full,col_0,Số đầu năm > Phải nộp,Số đầu năm > Phải thu,Số phát sinh trong năm > Số phải nộp trong năm,Số phát sinh trong năm > Số đã nộp trong năm,Số cuối năm > Phải nộp,Số cuối năm > Phải thu,numeric__Số đầu năm > Phải nộp,numeric__Số đầu năm > Phải thu,numeric__Số phát sinh trong năm > Số phải nộp trong năm,numeric__Số phát sinh trong năm > Số đã nộp trong năm,numeric__Số cuối năm > Phải nộp,numeric__Số cuối năm > Phải thu
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,3.316.112.464,-,6.702.334.857,(11.205.107.886),70.211.573,1.253.372.138,3316112464.0,,6702334857.0,-11205107886.0,70211573.0,1253372138.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,751.615.617,11.017.365,752.280.200,(993.899.093),506.496.724,11.017.365,751615617.0,11017365.0,752280200.0,-993899093.0,506496724.0,11017365.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,728.637.371,-,22.068.140.537,(22.796.777.908),-,-,728637371.0,,22068140537.0,-22796777908.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,121.385.634,-,10.000.000,(10.000.000),121.385.634,-,121385634.0,,10000000.0,-10000000.0,121385634.0,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",562.113.420,-,10.863.051.200,(11.416.670.119),8.494.501,-,562113420.0,,10863051200.0,-11416670119.0,8494501.0,
Lợi nhuận còn lại nộp về ngân sách,Lợi nhuận còn lại nộp về ngân sách,Lợi nhuận còn lại nộp về ngân sách,96.766.252.351,-,1.533.806.419,(98.300.058.770),-,-,96766252351.0,,1533806419.0,-98300058770.0,,
Cộng,Cộng,Cộng,102.246.116.857,11.017.365,41.929.613.213,(144.722.513.776),706.588.432,1.264.389.503,102246116857.0,11017365.0,41929613213.0,-144722513776.0,706588432.0,1264389503.0
