row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Cộng,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Cộng
Chi phí sửa chữa nhà G10,Chi phí sửa chữa nhà G10,Chi phí sửa chữa nhà G10,-,3.722.078.788,3.722.078.788,,3722078788.0,3722078788.0
Dự án Thủy điện Sekong 3,Dự án Thủy điện Sekong 3,Dự án Thủy điện Sekong 3,48.849.426.755,-,48.849.426.755,48849426755.0,,48849426755.0
Số cuối năm,Số cuối năm,Số cuối năm,48.849.426.755,3.722.078.788,52.571.505.543,48849426755.0,3722078788.0,52571505543.0
