row_label_raw,row_label_full,col_0,Lĩnh vực Xây lắp,Lĩnh vực Thủydiện,Lĩnh vực khác,Cộng,numeric__Lĩnh vực Xây lắp,numeric__Lĩnh vực Thủydiện,numeric__Lĩnh vực khác,numeric__Cộng
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,,,
Doanh thu thuần về bán hàngvà cung cấp dịch vụ ra bênngoài,Năm nay > Doanh thu thuần về bán hàngvà cung cấp dịch vụ ra bênngoài,Doanh thu thuần về bán hàngvà cung cấp dịch vụ ra bênngoài,513.178.513.332,309.224.382.193,110.750.643.008,933.153.538.533,513178513332.0,309224382193.0,110750643008.0,933153538533.0
Doanh thu thuần về bán hàngvà cung cấp dịch vụ giữa cácbộ phận,Doanh thu thuần về bán hàngvà cung cấp dịch vụ giữa cácbộ phận,Doanh thu thuần về bán hàngvà cung cấp dịch vụ giữa cácbộ phận,-,-,-,-,,,,
Tổng doanh thu thuần về bánhàng và cung cấp dịch vụ,Doanh thu thuần về bán hàngvà cung cấp dịch vụ giữa cácbộ phận > Tổng doanh thu thuần về bánhàng và cung cấp dịch vụ,Tổng doanh thu thuần về bánhàng và cung cấp dịch vụ,513.178.513.332,309.224.382.193,110.750.643.008,933.153.538.533,513178513332.0,309224382193.0,110750643008.0,933153538533.0
Kết quả kinh doanh theobộ phận,Doanh thu thuần về bán hàngvà cung cấp dịch vụ giữa cácbộ phận > Kết quả kinh doanh theobộ phận,Kết quả kinh doanh theobộ phận,6.321.639.301,-,48.170.895.341,54.492.534.642,6321639301.0,,48170895341.0,54492534642.0
