row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Trả trước cho các bên liên quan,Trả trước cho các bên liên quan,Trả trước cho các bên liên quan,100.540.162.636,56.052.942.236,100540162636.0,56052942236.0
Công ty cổ phần Sông Đà 2,Công ty cổ phần Sông Đà 2,Công ty cổ phần Sông Đà 2,379.359.108,-,379359108.0,
Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,Công ty Cổ phần Sông Đà 5,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,Công ty Cổ phần Sông Đà 6,30.429.344.933,2.354.883.910,30429344933.0,2354883910.0
Công ty Cổ phần Sông Đà 9,Công ty Cổ phần Sông Đà 9,Công ty Cổ phần Sông Đà 9,13.406.373.783,260.000.000,13406373783.0,260000000.0
Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,2.792.739.636,1.145.959.608,2792739636.0,1145959608.0
Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,260.568.300,32.544.694,260568300.0,32544694.0
Công ty Cổ phần Tư vấn Sông Đà,Công ty Cổ phần Tư vấn Sông Đà,Công ty Cổ phần Tư vấn Sông Đà,800.000.000,917.078.578,800000000.0,917078578.0
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,47.471.776.876,46.342.475.446,47471776876.0,46342475446.0
Trả trước cho người bán khác,Trả trước cho người bán khác,Trả trước cho người bán khác,57.435.846.950,61.571.057.360,57435846950.0,61571057360.0
Công ty Cổ phần Sông Đà Miền Trung,Công ty Cổ phần Sông Đà Miền Trung,Công ty Cổ phần Sông Đà Miền Trung,5.858.234.797,5.858.234.797,5858234797.0,5858234797.0
Công ty Cổ phần Bạch Đăng 10,Công ty Cổ phần Bạch Đăng 10,Công ty Cổ phần Bạch Đăng 10,9.225.966.125,9.225.966.125,9225966125.0,9225966125.0
Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,Công ty Cổ phần Đầu tư Thương mại và Vận tải Thành Trang,13.702.950.000,13.702.950.000,13702950000.0,13702950000.0
Công ty Cổ phần SbTech,Công ty Cổ phần SbTech,Công ty Cổ phần SbTech,10.165.772.066,8.713.025.756,10165772066.0,8713025756.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,18.482.923.962,24.070.880.682,18482923962.0,24070880682.0
Cộng,Cộng,Cộng,157.976.009.586,117.623.999.596,157976009586.0,117623999596.0
