row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,10.580.808.755.592,11.134.889.205.957,,300.0,,10580808755592.0,11134889205957.0
I.,I.,I.,Nợ ngắn hạn,310,,6.477.422.396.207,6.650.549.786.232,,310.0,,6477422396207.0,6650549786232.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.13a,3.245.714.523.310,3.393.368.570.653,,311.0,,3245714523310.0,3393368570653.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.14,43.951.140.052,58.344.943.159,,312.0,,43951140052.0,58344943159.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.15,706.588.432,102.246.116.857,,313.0,,706588432.0,102246116857.0
4.,4.,4.,Phải trả người lao động,314,,6.227.363.237,8.857.325.960,,314.0,,6227363237.0,8857325960.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.16,398.873.839.137,235.478.004.147,,315.0,,398873839137.0,235478004147.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.17,9.341.409.791,10.400.631.022,,318.0,,9341409791.0,10400631022.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.18a,1.147.470.792.814,1.145.250.054.351,,319.0,,1147470792814.0,1145250054351.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.19a,1.621.567.804.574,1.682.210.306.069,,320.0,,1621567804574.0,1682210306069.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.20,3.568.934.860,14.393.834.014,,322.0,,3568934860.0,14393834014.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,4.103.386.359.385,4.484.339.419.725,,330.0,,4103386359385.0,4484339419725.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.13b,536.793.177.554,648.710.168.314,,331.0,,536793177554.0,648710168314.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.17,152.124.400.064,155.901.887.726,,336.0,,152124400064.0,155901887726.0
7.,7.,7.,Phải trả dài hạn khác,337,V.18b,58.679.465.593,59.416.574.335,,337.0,,58679465593.0,59416574335.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.19b,3.355.789.316.174,3.620.310.789.350,,338.0,,3355789316174.0,3620310789350.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
