row_label_raw,row_label_full,col_0,Năm nay,numeric__Năm nay
Khu vực trong nước,Khu vực trong nước,Khu vực trong nước,572.440.264.684,572440264684.0
Khu vực nước ngoài,Khu vực nước ngoài,Khu vực nước ngoài,360.713.273.849,360713273849.0
Cộng,Cộng,Cộng,933.153.538.533,933153538533.0
