row_label_raw,row_label_full,Trái phiếu,Loại trái phiếu,Số lượng TP,Mệnh giá,Lãi suất,Thời hạn trái phiếu,Tài sản đảm bảo,numeric__Loại trái phiếu,numeric__Số lượng TP,numeric__Mệnh giá,numeric__Lãi suất,numeric__Thời hạn trái phiếu,numeric__Tài sản đảm bảo
,,,,,VND,%/năm,,,,,,,,
Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,Trái phiếu ngắn hạn,,,,,,
Trái phiếu KHLH2021002 ngày 28/12/2020,Trái phiếu ngắn hạn > Trái phiếu KHLH2021002 ngày 28/12/2020,Trái phiếu KHLH2021002 ngày 28/12/2020,Trái phiếu doanh nghiệp không có quyền chuyển đổi,1.507.600,100 nghìn,12,Kỳ hạn 12 tháng và thanh toán lãi 3 tháng/ lần,Có tài sản đảm bảo,,1507600.0,,12.0,,
Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,,,,,,
Trái phiếu KHL082022-01 ngày 30/7/2019,Trái phiếu dài hạn > Trái phiếu KHL082022-01 ngày 30/7/2019,Trái phiếu KHL082022-01 ngày 30/7/2019,Trái phiếu doanh nghiệp không có quyền chuyển đổi,147,100 triệu,11,Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/ lần,Không có tài sản đảm bảo,,147.0,,11.0,,
Trái phiếu KHL082022-01 ngày 30/9/2019,Trái phiếu dài hạn > Trái phiếu KHL082022-01 ngày 30/9/2019,Trái phiếu KHL082022-01 ngày 30/9/2019,Trái phiếu doanh nghiệp không có quyền chuyển đổi,35,100 triệu,11,Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/ lần,Không có tài sản đảm bảo,,35.0,,11.0,,
Trái phiếu BOND.KHL2020.01 ngày 25/02/2020,Trái phiếu dài hạn > Trái phiếu BOND.KHL2020.01 ngày 25/02/2020,Trái phiếu BOND.KHL2020.01 ngày 25/02/2020,Trái phiếu doanh nghiệp không có quyền chuyển đổi,800,100 triệu,"Lãi suất 4 kỳ đầu của Trái phiếu là 11,5% sau đó thả nổi",Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/ lần,Có tài sản đảm bảo,,800.0,,,,
Trái phiếu BOND.KHL2020.02 ngày 25/05/2020,Trái phiếu dài hạn > Trái phiếu BOND.KHL2020.02 ngày 25/05/2020,Trái phiếu BOND.KHL2020.02 ngày 25/05/2020,Trái phiếu doanh nghiệp không có quyền chuyển đổi,1.200,100 triệu,"Lãi suất 4 kỳ đầu của Trái phiếu là 11,5% sau đó thả nổi",Kỳ hạn 36 tháng và thanh toán lãi 3 tháng/ lần,Có tài sản đảm bảo,,1200.0,,,,
