row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2020,Năm 2019,numeric__Mã số,numeric__Năm 2020,numeric__Năm 2019
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,121.202.683.484,13.380.400.055,1.0,121202683484.0,13380400055.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,
- Khấu hao TSCĐ,Điều chỉnh cho các khoản > - Khấu hao TSCĐ,- Khấu hao TSCĐ,02,72.730.052,545.689.278,2.0,72730052.0,545689278.0
"- Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(45.594.894.089),(25.272.978.518),5.0,-45594894089.0,-25272978518.0
- Chi phí lãi vay,Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,23.292.895.481,546.202.719,6.0,23292895481.0,546202719.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,98.973.414.928,(10.800.686.466),8.0,98973414928.0,-10800686466.0
- Tăng các khoản phải thu,Điều chỉnh cho các khoản > - Tăng các khoản phải thu,- Tăng các khoản phải thu,09,19.702.859.525,31.515.478.056,9.0,19702859525.0,31515478056.0
"- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","Điều chỉnh cho các khoản > - Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,116.980.477.930,(39.558.474.745),11.0,116980477930.0,-39558474745.0
"- Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,(10.469.721.923),407.408.316,12.0,-10469721923.0,407408316.0
- Tiền lãi vay đã trả,Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(29.169.395.304),(546.202.719),14.0,-29169395304.0,-546202719.0
- Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(4.208.568.067),(6.083.261.525),15.0,-4208568067.0,-6083261525.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,191.809.067.089,(25.065.739.083),20.0,191809067089.0,-25065739083.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác",21,-,(86.816.200),21.0,,-86816200.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(800.000.000.000),-,23.0,-800000000000.0,
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,28.888.610,1.385.478.518,27.0,28888610.0,1385478518.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(799.971.111.390),1.298.662.318,30.0,-799971111390.0,1298662318.0
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,400.000.000.000,-,31.0,400000000000.0,
Tiền thu từ đi vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,350.760.000.000,18.200.000.000,33.0,350760000000.0,18200000000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,750.760.000.000,18.200.000.000,40.0,750760000000.0,18200000000.0
Lưu chuyển tiền thuần trong năm,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,142.597.955.699,(5.567.076.765),50.0,142597955699.0,-5567076765.0
Tiền và tương đương tiền đầu năm,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,19.293.115.973,24.860.192.738,60.0,19293115973.0,24860192738.0
Tiền và tương đương tiền cuối năm,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,161.891.071.672,19.293.115.973,70.0,161891071672.0,19293115973.0
