row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị","Phương tiện vântải, truyền dẫn",Thiết bị dụng cụquản lý,TSCĐ hữu hìnhkhác,Tổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị","numeric__Phương tiện vântải, truyền dẫn",numeric__Thiết bị dụng cụquản lý,numeric__TSCĐ hữu hìnhkhác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Tại ngày đầu năm,NGUYÊN GIÁ > Tại ngày đầu năm,Tại ngày đầu năm,161.347.889.273,400.212.116.059,37.054.326.567,4.146.422.187,195.935.101,602.956.689.187,161347889273.0,400212116059.0,37054326567.0,4146422187.0,195935101.0,602956689187.0
- Mua trong năm,NGUYÊN GIÁ > - Mua trong năm,- Mua trong năm,1.339.036.364,42.596.142.327,5.568.940.000,9.025.076.521,63.000.000,58.592.195.212,1339036364.0,42596142327.0,5568940000.0,9025076521.0,63000000.0,58592195212.0
- Đầu tư XDCB hoàn thành,NGUYÊN GIÁ > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,23.612.414.374,-,-,-,-,23.612.414.374,23612414374.0,,,,,23612414374.0
- Tăng do hợp nhất Công ty con lần đầu,NGUYÊN GIÁ > - Tăng do hợp nhất Công ty con lần đầu,- Tăng do hợp nhất Công ty con lần đầu,73.734.265.735,75.172.819.115,1.226.624.346,90.266.190,90.059.569.803,240.283.545.189,73734265735.0,75172819115.0,1226624346.0,90266190.0,90059569803.0,240283545189.0
"- Thanh lý, nhượng bán","NGUYÊN GIÁ > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(8.503.039.166),(4.274.554.796),(10.268.516.952),(133.114.000),-,(23.179.224.914),-8503039166.0,-4274554796.0,-10268516952.0,-133114000.0,,-23179224914.0
Tại ngày cuối năm,NGUYÊN GIÁ > Tại ngày cuối năm,Tại ngày cuối năm,251.530.566.580,513.706.522.705,33.581.373.961,13.128.650.898,90.318.504.904,902.265.619.048,251530566580.0,513706522705.0,33581373961.0,13128650898.0,90318504904.0,902265619048.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Tại ngày đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Tại ngày đầu năm,Tại ngày đầu năm,71.073.007.848,281.334.463.217,"15,490.592.139",1.936.321.121,143.815.136,369.978.199.461,71073007848.0,281334463217.0,15.490592139,1936321121.0,143815136.0,369978199461.0
- Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > - Khấu hao trong năm,- Khấu hao trong năm,10.497.562.953,28.481.078.089,3.563.610.676,1.379.203.846,3.448.873.595,47.370.329.159,10497562953.0,28481078089.0,3563610676.0,1379203846.0,3448873595.0,47370329159.0
- Tăng do hợp nhất Công ty con lần đầu,GIÁ TRỊ HAO MÒN LỦY KẾ > - Tăng do hợp nhất Công ty con lần đầu,- Tăng do hợp nhất Công ty con lần đầu,21.284.841.756,57.889.067.663,1.168.470.360,113.309.787,50.374.556.356,130.830.245.922,21284841756.0,57889067663.0,1168470360.0,113309787.0,50374556356.0,130830245922.0
"- Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN LỦY KẾ > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(4.161.548.327),(4.274.554.796),(1.441.928.277),(133.114.000),-,(10.011.145.400),-4161548327.0,-4274554796.0,-1441928277.0,-133114000.0,,-10011145400.0
- Phân loại lại khấu hao,GIÁ TRỊ HAO MÒN LỦY KẾ > - Phân loại lại khấu hao,- Phân loại lại khấu hao,(220.083.989),220.083.989,-,-,-,-,-220083989.0,220083989.0,,,,
Tại ngày cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Tại ngày cuối năm,Tại ngày cuối năm,98.473.780.241,363.650.138.162,18.780.744.898,3.295.720.754,53.967.245.087,538.167.629.142,98473780241.0,363650138162.0,18780744898.0,3295720754.0,53967245087.0,538167629142.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,90.274.881.425,118.877.652.842,21.563.734.428,2.210.101.066,52.119.965,232.978.489.726,90274881425.0,118877652842.0,21563734428.0,2210101066.0,52119965.0,232978489726.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,153.056.786.339,150.056.384.543,14.800.629.063,9.832.930.144,36.351.259.817,364.097.989.906,153056786339.0,150056384543.0,14800629063.0,9832930144.0,36351259817.0,364097989906.0
