row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,1.667.997.836.209,2.489.445.411.633,1.0,,1667997836209.0,2489445411633.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,42.636.849.924,66.691.641.109,2.0,,42636849924.0,66691641109.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,26,1.625.360.986.285,2.422.753.770.524,10.0,26.0,1625360986285.0,2422753770524.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,27,1.240.740.514.377,1.986.528.301.662,11.0,27.0,1240740514377.0,1986528301662.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 - 11),20,,384.620.471.908,436.225.468.862,20.0,,384620471908.0,436225468862.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,29,164.691.867.739,231.938.046.869,21.0,29.0,164691867739.0,231938046869.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,30,34.972.228.190,73.951.049.222,22.0,30.0,34972228190.0,73951049222.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,41.853.673.182,50.935.974.764,23.0,,41853673182.0,50935974764.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,(10.335.967.979),-,24.0,,-10335967979.0,
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,31,210.721.192.972,255.834.291.738,25.0,31.0,210721192972.0,255834291738.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,31,137.467.606.845,142.783.440.459,26.0,31.0,137467606845.0,142783440459.0
11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},30,,155.815.343.661,195.594.734.312,30.0,,155815343661.0,195594734312.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,13.053.519.511,2.048.879.162,31.0,,13053519511.0,2048879162.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,4.460.047.081,1.909.801.245,32.0,,4460047081.0,1909801245.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,8.593.472.430,139.077.917,40.0,,8593472430.0,139077917.0
15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,164.408.816.091,195.733.812.229,50.0,,164408816091.0,195733812229.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,32,49.403.510.518,50.742.089.318,51.0,32.0,49403510518.0,50742089318.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,2.422.673.292,1.307.583.364,52.0,,2422673292.0,1307583364.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 - 52),60,,112.582.632.281,143.684.139.548,60.0,,112582632281.0,143684139548.0
19. Lợi nhuận sau thuế của Công ty mẹ,19. Lợi nhuận sau thuế của Công ty mẹ,19. Lợi nhuận sau thuế của Công ty mẹ,61,,106.047.360.305,112.029.561.245,61.0,,106047360305.0,112029561245.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,6.535.271.976,31.654.578.303,62.0,,6535271976.0,31654578303.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,33,417,591,70.0,33.0,417.0,591.0
