row_label_raw,row_label_full,col_0,Số cuối năm,numeric__Số cuối năm
,,,VND,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,46.064.790.791,46064790791.0
Trong năm thứ hai,Trong năm thứ hai,Trong năm thứ hai,53.639.728.993,53639728993.0
Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,155.517.946.069,155517946069.0
Sau năm năm,Sau năm năm,Sau năm năm,690.124.000,690124000.0
Cộng,Cộng,Cộng,255.912.589.853,255912589853.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),46.064.790.791,46064790791.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,209.847.799.062,209847799062.0
