row_label_raw,row_label_full,col_0,Số cuối năm,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,Số đầu năm,numeric__Số cuối năm,numeric__Số phải nộp trong kỳ,numeric__Số đã thực nộp trong kỳ,numeric__Số đầu năm
,,,VND,VND,VND,VND,,,,
Phải nộp,Phải nộp,Phải nộp,37.812.386.109,98.922.525.501,107.088.689.557,45.978.550.165,37812386109.0,98922525501.0,107088689557.0,45978550165.0
- Thuế GTGT,- Thuế GTGT,- Thuế GTGT,263.842.298,36.937.836.431,37.798.936.309,1.124.942.176,263842298.0,36937836431.0,37798936309.0,1124942176.0
- Thuế TNDN,- Thuế TNDN,- Thuế TNDN,36.671.607.484,49.403.510.518,56.592.194.447,43.860.291.413,36671607484.0,49403510518.0,56592194447.0,43860291413.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,875.175.477,8.286.712.544,8.316.918.134,905.381.067,875175477.0,8286712544.0,8316918134.0,905381067.0
"- Tiền thuê đất, tiền nhà đất","- Tiền thuê đất, tiền nhà đất","- Tiền thuê đất, tiền nhà đất",-,4.213.252.105,4.213.252.105,-,,4213252105.0,4213252105.0,
"- Các loại thuế, phí khác","- Các loại thuế, phí khác","- Các loại thuế, phí khác",1.760.850,81.213.903,167.388.562,87.935.509,1760850.0,81213903.0,167388562.0,87935509.0
