row_label_raw,row_label_full,col_0,Đầu năm,Cuối năm,numeric__Đầu năm,numeric__Cuối năm
,,,VND,VND,,
Công ty Cổ phần Dược Phẩm Euvipharm,Công ty Cổ phần Dược Phẩm Euvipharm,Công ty Cổ phần Dược Phẩm Euvipharm,38.878.410.212,-,38878410212.0,
Công ty CP Giống Cây Trồng Nông Tín,Công ty CP Giống Cây Trồng Nông Tín,Công ty CP Giống Cây Trồng Nông Tín,9.648.288.993,10.934.727.525,9648288993.0,10934727525.0
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,18.774.696.854,21.556.133.426,18774696854.0,21556133426.0
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,120.400.751.165,136.726.276.747,120400751165.0,136726276747.0
,,,187.702.147.224,169.217.137.698,187702147224.0,169217137698.0
