row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > Số cuối nămVND,Giá trị còn lại của tài sản bộ phận > Số đầu nămVND,"Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nayVND","Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trướcVND",numeric__Giá trị còn lại của tài sản bộ phận > Số cuối nămVND,numeric__Giá trị còn lại của tài sản bộ phận > Số đầu nămVND,"numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm nayVND","numeric__Tăng tài sản cố định hữu hình, vô hình, bất động sản đầu tư > Năm trướcVND"
"Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư",123.496.633.517,16.503.994.010,111.857.970.520,44.400.000,123496633517.0,16503994010.0,111857970520.0,44400000.0
"Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp, hàng tiêu dùng",241.361.273.332,157.876.028.312,102.126.708.467,93.755.912.758,241361273332.0,157876028312.0,102126708467.0,93755912758.0
"Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh dược phẩm và thiết bị y tế",275.193.872.910,178.960.231.652,292.196.112.871,13.618.844.459,275193872910.0,178960231652.0,292196112871.0,13618844459.0
,,,640.051.779.759,353.340.253.974,506.180.791.858,107.419.157.217,640051779759.0,353340253974.0,506180791858.0,107419157217.0
