row_label_raw,row_label_full,STT,Mã hàng,Tên hàng,Số lô,Hạn dùng,ĐVT,Số lượng,numeric__Mã hàng,numeric__Tên hàng,numeric__Số lô,numeric__Hạn dùng,numeric__ĐVT,numeric__Số lượng
1,1,1,AN2182T,SIMVASTATIN 10 mg,2185001,07/04/2018,Viên,19.542,,,2185001.0,,,19542.0
2,2,2,AN0051T,ACEFALGAN 150,0055011,07/05/2018,Gói,26,,,55011.0,,,26.0
3,3,3,AN0271T,EUXAMUS 100,0276001,18/05/2018,Gói,2.502,,,276001.0,,,2502.0
4,4,4,AN1792T,ATORVASTATIN 10 mg,1795001,19/05/2018,Viên,19.166,,,1795001.0,,,19166.0
5,5,5,AN1792T,ATORVASTATIN 10 mg,1795002,19/05/2018,Viên,28.175,,,1795002.0,,,28175.0
6,6,6,AN1792T,ATORVASTATIN 10 mg,1795003,19/05/2018,Viên,28.339,,,1795003.0,,,28339.0
7,7,7,AN1802T,ATORVASTATIN 20 mg,1805001,16/06/2018,Viên,22.899,,,1805001.0,,,22899.0
8,8,8,AN1802T,ATORVASTATIN 20 mg,1805002,16/06/2018,Viên,28.493,,,1805002.0,,,28493.0
9,9,9,AN2081T,COLCHICINE 1 mg,2085003,05/08/2018,Viên,4.615,,,2085003.0,,,4615.0
10,10,10,AN2081T,COLCHICINE 1 mg,2085004,06/08/2018,Viên,14.087,,,2085004.0,,,14087.0
11,11,11,AN2771T,ACEFALGAN 500,2775005,11/08/2018,Viên,50,,,2775005.0,,,50.0
12,12,12,AN2141T,ZYRIMAX 300,2145002,13/08/2018,Viên,9.156,,,2145002.0,,,9156.0
13,13,13,AN1792T,ATORVASTATIN 10 mg,1795004,25/08/2018,Viên,24.652,,,1795004.0,,,24652.0
14,14,14,AN1792T,ATORVASTATIN 10 mg,1795005,26/08/2018,Viên,28.444,,,1795005.0,,,28444.0
15,15,15,AN1792T,ATORVASTATIN 10 mg,1795006,26/08/2018,Viên,29.167,,,1795006.0,,,29167.0
16,16,16,AN1802T,ATORVASTATIN 20 mg,1805003,26/08/2018,Viên,25.174,,,1805003.0,,,25174.0
17,17,17,AN2002T,MOTIRIDON,2005055,28/08/2018,Chai,50,,,2005055.0,,,50.0
18,18,18,AN2002T,MOTIRIDON,2005057,29/08/2018,Chai,1.561,,,2005057.0,,,1561.0
19,19,19,AN2002T,MOTIRIDON,2005058,31/08/2018,Chai,3.075,,,2005058.0,,,3075.0
20,20,20,AN2002T,MOTIRIDON,2005059,07/09/2018,Chai,3.043,,,2005059.0,,,3043.0
21,21,21,AN2002T,MOTIRIDON,2005060,07/09/2018,Chai,3.032,,,2005060.0,,,3032.0
22,22,22,AN2002T,MOTIRIDON,2005061,08/09/2018,Chai,3.054,,,2005061.0,,,3054.0
23,23,23,AN2002T,MOTIRIDON,2005062,08/09/2018,Chai,3.061,,,2005062.0,,,3061.0
24,24,24,AN2002T,MOTIRIDON,2005063,08/09/2018,Chai,3.056,,,2005063.0,,,3056.0
25,25,25,AN2002T,MOTIRIDON,2005064,09/09/2018,Chai,3.053,,,2005064.0,,,3053.0
26,26,26,AN2002T,MOTIRIDON,2005065,09/09/2018,Chai,3.035,,,2005065.0,,,3035.0
27,27,27,AN2002T,MOTIRIDON,2005066,09/09/2018,Chai,3.051,,,2005066.0,,,3051.0
28,28,28,AN2002T,MOTIRIDON,2005067,10/09/2018,Chai,3.119,,,2005067.0,,,3119.0
29,29,29,AN2771T,ACEFALGAN 500,2775010,25/09/2018,Viên,1.996,,,2775010.0,,,1996.0
30,30,30,AN2771T,ACEFALGAN 500,2775011,28/09/2018,Viên,1.987,,,2775011.0,,,1987.0
31,31,31,AN2771T,ACEFALGAN 500,2775012,28/09/2018,Viên,1.984,,,2775012.0,,,1984.0
32,32,32,AN2141T,ZYRIMAX 300,2145003,13/10/2018,Viên,14.481,,,2145003.0,,,14481.0
33,33,33,AN2141T,ZYRIMAX 300,2145004,14/10/2018,Viên,13.840,,,2145004.0,,,13840.0
34,34,34,AN1321T,CIMETIDIN 300 mg,1325002,15/10/2018,Viên,127,,,1325002.0,,,127.0
35,35,35,AN2081T,COLCHICINE 1 mg,2085005,16/10/2018,Viên,14.403,,,2085005.0,,,14403.0
36,36,36,AN2081T,COLCHICINE 1 mg,2085006,16/10/2018,Viên,14.435,,,2085006.0,,,14435.0
37,37,37,AN2081T,COLCHICINE 1 mg,2085007,16/10/2018,Viên,14.481,,,2085007.0,,,14481.0
38,38,38,AN2081T,COLCHICINE 1 mg,2085008,16/10/2018,Viên,14.563,,,2085008.0,,,14563.0
39,39,39,AN1321T,CIMETIDIN 300 mg,1325004,02/12/2018,Viên,2.438,,,1325004.0,,,2438.0
40,40,40,AN1321T,CIMETIDIN 300 mg,1325005,04/12/2018,Viên,2.467,,,1325005.0,,,2467.0
41,41,41,AN2222T,SIMVASTATIN 20 mg,2226001,28/01/2019,Viên,19.179,,,2226001.0,,,19179.0
