row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Chi phí sản xuất kinh doanh dở dang dài hạn,Chi phí sản xuất kinh doanh dở dang dài hạn,Chi phí sản xuất kinh doanh dở dang dài hạn,6.688.075.213,-,3.418.123.704,-,6688075213.0,,3418123704.0,
Chi phí đầu tư vùng nguyên liệu dự án tại Hậu Giang,Chi phí đầu tư vùng nguyên liệu dự án tại Hậu Giang,Chi phí đầu tư vùng nguyên liệu dự án tại Hậu Giang,6.688.075.213,-,3.418.123.704,-,6688075213.0,,3418123704.0,
Chi phí xây dựng cỡ bản dở dang,Chi phí xây dựng cỡ bản dở dang,Chi phí xây dựng cỡ bản dở dang,138.656.596.804,-,67.689.028.757,-,138656596804.0,,67689028757.0,
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,10.729.275.946,-,10.316.395.000,-,10729275946.0,,10316395000.0,
Chi phí mua Văn phòng Lê Văn Lương,Chi phí mua Văn phòng Lê Văn Lương,Chi phí mua Văn phòng Lê Văn Lương,-,,40.584.251.404,-,,,40584251404.0,
Chi phí nâng cấp nhà máy Caps 3 (i)Bản quyền phân phối độc quyền thuốc,Chi phí nâng cấp nhà máy Caps 3 (i)Bản quyền phân phối độc quyền thuốc,Chi phí nâng cấp nhà máy Caps 3 (i)Bản quyền phân phối độc quyền thuốc,109.224.134.375,-,59.270.000,-,109224134375.0,,59270000.0,
Mua đất chưa hoàn thành thủ tục sang tên (ii),Mua đất chưa hoàn thành thủ tục sang tên (ii),Mua đất chưa hoàn thành thủ tục sang tên (ii),9.490.344.520,,9.490.344.520,,9490344520.0,,9490344520.0,
Đầu tư xây dựng nhà máy tại Hậu Giang,Đầu tư xây dựng nhà máy tại Hậu Giang,Đầu tư xây dựng nhà máy tại Hậu Giang,4.888.387.833,-,4.888.387.833,-,4888387833.0,,4888387833.0,
Các công trình khác,Các công trình khác,Các công trình khác,4.324.454.130,-,2.350.380.000,-,4324454130.0,,2350380000.0,
Cộng,Cộng,Cộng,145.344.672.017,-,71.107.152.461,-,145344672017.0,,71107152461.0,
