row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,
Công ty Cổ phần FIT Cosmetics,Công ty liên kết > Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,"49,08%","27,97%","49,08%","27,74%",0.49079999999999996,0.2797,0.49079999999999996,0.2774
Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty liên kết > Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,"49,00%","27,92%","49,00%","27,69%",0.49,0.2792,0.49,0.27690000000000003
Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,Tóm tắt tính hình hoạt động của Công ty liên kết:,,,,
"Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.","Công ty Cổ phần Nước khoáng Khánh Hòa hoạt động trong lĩnh vực sản xuất nước khoáng và các sản phẩm từ nước khoáng theo Giấy chứng nhận đăng ký doanh nghiệp số 4200283916 ngày 09/6/2006 thay đổi lần thứ 9 ngày 16/01/2017. Vốn đầu tư tại ngày 31/12/2017 là 364.580.855.673 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần Nước khoáng Khánh Hòa có lỗ trong năm là 1.865.985.662 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 153.313.288.151 đồng.",,,,
"Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.","Công ty Cổ phần FIT Cosmetics hoạt động trong lĩnh vực phân phối ngành hàng hóa mỹ phẩm theo Giấy chứng nhận đăng ký doanh nghiệp số 0104344157 ngày 11/12/2009, thay đổi lần thứ 8 ngày 18/5/2017. Vốn đầu tư tại ngày 31/12/2017 là 423.224.780.000 đồng. Báo cáo tài chính năm 2017 của Công ty Cổ phần FIT Cosmetics có lỗ trong năm là 22.608.827.588 đồng, vốn chủ sở hữu tại ngày 31/12/2017 là 133.414.998.690 đồng.",,,,
Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,Công ty không trích lập dự phòng các khoản đầu tư tài chính dài hạn khác do các Công ty trên đang lỗ theo kế hoạch đã được Công ty xác định khi lập phương án kinh doanh.,,,,
Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,Xác định giá trị hợp lý các khoản đầu tư tài chính dài hạn:,,,,
"Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:","Do các quy định hiện hành chưa có hướng dẫn cụ thể về việc xác định giá trị hợp lý của các khoản đầu tư tài chính, nên số liệu trình bày trong chỉ tiêu giá trị hợp lý được tính như sau:",,,,
