row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỜI KÊ TOẠN HỢP NHẮT,BẢNG CÂN ĐỜI KÊ TOẠN HỢP NHẮT,BẢNG CÂN ĐỜI KÊ TOẠN HỢP NHẮT,5 - 6,
BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BẢNG CÂN ĐỜI KÊ TOẠN HỢP NHẮT > BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH HỢP NHẮT,BẢO CẢO KẾT QUA HOẠT ĐỘNG KINH DOANH HỢP NHẮT,7,7.0
BẢO CẢO LUÙ CHUYỀN TIÊN TÊ HỢP NHẮT,BẢO CẢO LUÙ CHUYỀN TIÊN TÊ HỢP NHẮT,BẢO CẢO LUÙ CHUYỀN TIÊN TÊ HỢP NHẮT,8 - 9,
THUYẾT MINH BẢO CAO TAI CHÌNH HỢP NHẮT,THUYẾT MINH BẢO CAO TAI CHÌNH HỢP NHẮT,THUYẾT MINH BẢO CAO TAI CHÌNH HỢP NHẮT,10 - 37,
