row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,6.302.642.116.732,7.116.808.808.039,300.0,,6302642116732.0,7116808808039.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,2.525.325.658.242,2.535.800.653.695,310.0,,2525325658242.0,2535800653695.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,14,437.540.179.720,688.405.588.269,311.0,14.0,437540179720.0,688405588269.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,15,83.530.106.522,64.450.940.342,312.0,15.0,83530106522.0,64450940342.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,16,15.559.115.869,3.374.874.622,313.0,16.0,15559115869.0,3374874622.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,53.668.946.577,47.541.974.859,314.0,,53668946577.0,47541974859.0
5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,5. Chỉ phí phải trả ngắn hạn,315,17,610.284.379.084,67.875.659.036,315.0,17.0,610284379084.0,67875659036.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,18,221.137.473.632,248.030.850.984,319.0,18.0,221137473632.0,248030850984.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,19,1.062.377.986.921,1.359.162.384.314,320.0,19.0,1062377986921.0,1359162384314.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,41.227.469.917,56.958.381.269,322.0,,41227469917.0,56958381269.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,3.777.316.458.490,4.581.008.154.344,330.0,,3777316458490.0,4581008154344.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,18,-,1.055.667.075,337.0,18.0,,1055667075.0
2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,2. Vay và nợ thuê tài chính dài hạn,338,20,3.673.878.941.199,4.538.380.155.040,338.0,20.0,3673878941199.0,4538380155040.0
3. Quỹ phát triển khoa học và công nghệ,3. Quỹ phát triển khoa học và công nghệ,3. Quỹ phát triển khoa học và công nghệ,343,21,103.437.517.291,41.572.332.229,343.0,21.0,103437517291.0,41572332229.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,6.153.522.023.121,5.850.243.076.143,400.0,,6153522023121.0,5850243076143.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,22,6.153.522.023.121,5.850.243.076.143,410.0,22.0,6153522023121.0,5850243076143.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,411.0,,5294000000000.0,5294000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,5294000000000.0,5294000000000.0
2. Quỹ đãu tư phát triển,2. Quỹ đãu tư phát triển,2. Quỹ đãu tư phát triển,418,,238.735.534.003,161.063.726.429,418.0,,238735534003.0,161063726429.0
3. Lợi nhuận sau thuê chưa phân phối,3. Lợi nhuận sau thuê chưa phân phối,3. Lợi nhuận sau thuê chưa phân phối,421,,594.403.715.402,368.288.538.698,421.0,,594403715402.0,368288538698.0
- Lợi nhuận sau thuê chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuê chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuê chưa phân phối lũy kế đến cuối năm trước,421a,,98.105.509.479,570.337.282,,,98105509479.0,570337282.0
- Lợi nhuận sau thuê chưa phân phối năm nay,- Lợi nhuận sau thuê chưa phân phối năm nay,- Lợi nhuận sau thuê chưa phân phối năm nay,421b,,496.298.205.923,367.718.201.416,,,496298205923.0,367718201416.0
4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,429,,26.382.773.716,26.890.811.016,429.0,,26382773716.0,26890811016.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400;,TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400;,TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400;,440,,12.456.164.139.853,12.967.051.884.182,440.0,,12456164139853.0,12967051884182.0
