row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 1.058.768.964.321 > 1.009.195.191.309 > 2.130.354.352.273 > 534.329.397.617,Số đầu nămVND > 1.359.162.384.314 > 1.043.072.350.155 > 2.487.831.321.897 > 1.007.476.482.988,numeric__Số cuối nămVND > 1.058.768.964.321 > 1.009.195.191.309 > 2.130.354.352.273 > 534.329.397.617,numeric__Số đầu nămVND > 1.359.162.384.314 > 1.043.072.350.155 > 2.487.831.321.897 > 1.007.476.482.988
,,,4.732.647.905.520,5.897.542.539.354,4732647905520.0,5897542539354.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,1.058.768.964.321,1.359.162.384.314,1058768964321.0,1359162384314.0
(được trình bày ở phần vay ngắn hạn),(được trình bày ở phần vay ngắn hạn),(được trình bày ở phần vay ngắn hạn),(được trình bày ở phần vay ngắn hạn),(được trình bày ở phần vay ngắn hạn),,
Số phải trả sau 12 tháng,(được trình bày ở phần vay ngắn hạn) > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,3.673.878.941.199,4.538.380.155.040,3673878941199.0,4538380155040.0
