row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Thay đổi hàng tồn kho,2. Điều chỉnh cho các khoản: > Thay đổi hàng tồn kho,Thay đổi hàng tồn kho,10,4.962.869.839,16.417.103.018,10.0,4962869839.0,16417103018.0
"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,362.668.158.683,(32.280.566.034),11.0,362668158683.0,-32280566034.0
Thay đổi chỉ phí trả trước,2. Điều chỉnh cho các khoản: > Thay đổi chỉ phí trả trước,Thay đổi chỉ phí trả trước,12,92.939.445.495,(3.419.886.119),12.0,92939445495.0,-3419886119.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(177.285.840.755),(204.848.817.000),14.0,-177285840755.0,-204848817000.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(26.829.335.955),(6.006.124.720),15.0,-26829335955.0,-6006124720.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,-,-,16.0,,
Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(93.912.397.585),(64.190.319.665),17.0,-93912397585.0,-64190319665.0
Chuyển số dư Quỹ Đầu tư phát triển về Tập đoàn,2. Điều chỉnh cho các khoản: > Chuyển số dư Quỹ Đầu tư phát triển về Tập đoàn,Chuyển số dư Quỹ Đầu tư phát triển về Tập đoàn,,-,(286.574.832.277),,,-286574832277.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.266.234.443.587,1.086.949.475.754,20.0,2266234443587.0,1086949475754.0
II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ,,,
"1. Tiền chỉ mua sắm, xây dựng tài sản cổ định và các tài sản dài hạn khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ > 1. Tiền chỉ mua sắm, xây dựng tài sản cổ định và các tài sản dài hạn khác","1. Tiền chỉ mua sắm, xây dựng tài sản cổ định và các tài sản dài hạn khác",21,(119.674.908.983),(172.907.748.871),21.0,-119674908983.0,-172907748871.0
"2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ > 2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,(4.800.000.000.000),(5.100.000.000.000),23.0,-4800000000000.0,-5100000000000.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,5.000.000.000.000,5.502.555.555.556,24.0,5000000000000.0,5502555555556.0
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,153.838.386.428,164.284.492.616,27.0,153838386428.0,164284492616.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỨ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,234.163.477.445,393.932.299.301,30.0,234163477445.0,393932299301.0
