row_label_raw,row_label_full,Chi tiêu,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay ngắn hạn ngân hàng (i),Vay ngắn hạn ngân hàng (i),Vay ngắn hạn ngân hàng (i),-,-,119.039.671.765,115.430.649.165,3.609.022.600,3.609.022.600,,,119039671765.0,115430649165.0,3609022600.0,3609022600.0
Vay dài hạn đến hạn trả (Thuyết minh số 20),Vay dài hạn đến hạn trả (Thuyết minh số 20),Vay dài hạn đến hạn trả (Thuyết minh số 20),1.359.162.384.314,1.359.162.384.314,1.244.165.002.820,1.544.558.422.813,1.058.768.964.321,1.058.768.964.321,1359162384314.0,1359162384314.0,1244165002820.0,1544558422813.0,1058768964321.0,1058768964321.0
,,,1.359.162.384.314,1.359.162.384.314,1.363.204.674.585,1.659.989.071.978,1.062.377.986.921,1.062.377.986.921,1359162384314.0,1359162384314.0,1363204674585.0,1659989071978.0,1062377986921.0,1062377986921.0
