row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Phải thu ngắn hạn khác,a) Phải thu ngắn hạn khác,a) Phải thu ngắn hạn khác,a) Phải thu ngắn hạn khác,a) Phải thu ngắn hạn khác,,
Phải thu Tập đoàn Dầu khí Việt Nam,a) Phải thu ngắn hạn khác > Phải thu Tập đoàn Dầu khí Việt Nam,Phải thu Tập đoàn Dầu khí Việt Nam,276.761.701.091,393.555.154.634,276761701091.0,393555154634.0
- Tiền khí tạm tính điều chỉnh cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016,a) Phải thu ngắn hạn khác > - Tiền khí tạm tính điều chỉnh cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016,- Tiền khí tạm tính điều chỉnh cho năm tài chính kết thúc ngày 31 tháng 12 năm 2016,-,116.793.453.543,,116793453543.0
- Phải thu liên quan đến giai đoạn cổ phần hóa (i),a) Phải thu ngắn hạn khác > - Phải thu liên quan đến giai đoạn cổ phần hóa (i),- Phải thu liên quan đến giai đoạn cổ phần hóa (i),276.761.701.091,276.761.701.091,276761701091.0,276761701091.0
Lãi dự thu tiền gửi có kỳ hạn,a) Phải thu ngắn hạn khác > Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,27.045.577.779,24.203.716.668,27045577779.0,24203716668.0
Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),a) Phải thu ngắn hạn khác > Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),Hỗ trợ vốn Ban Quản lý Dự án Khí - Điện - Đạm Cà Mau (ii),-,19.718.000.000,,19718000000.0
Tạm ứng cán bộ công nhân viên,a) Phải thu ngắn hạn khác > Tạm ứng cán bộ công nhân viên,Tạm ứng cán bộ công nhân viên,6.147.410.887,6.366.971.000,6147410887.0,6366971000.0
Phải thu Công ty Bảo hiểm PVI Thành phố Hồ Chí Minh,a) Phải thu ngắn hạn khác > Phải thu Công ty Bảo hiểm PVI Thành phố Hồ Chí Minh,Phải thu Công ty Bảo hiểm PVI Thành phố Hồ Chí Minh,-,4.053.625.704,,4053625704.0
"Ký cược, ký quỹ","a) Phải thu ngắn hạn khác > Ký cược, ký quỹ","Ký cược, ký quỹ",325.000.000,390.000.000,325000000.0,390000000.0
Phải thu khác,a) Phải thu ngắn hạn khác > Phải thu khác,Phải thu khác,61.204.355,7.873.001.911,61204355.0,7873001911.0
,,,310.340.894.112,456.160.469.917,310340894112.0,456160469917.0
b) Phải thu dài hạn khác,b) Phải thu dài hạn khác,b) Phải thu dài hạn khác,b) Phải thu dài hạn khác,b) Phải thu dài hạn khác,,
"Ký cược, ký quỹ dài hạn","b) Phải thu dài hạn khác > Ký cược, ký quỹ dài hạn","Ký cược, ký quỹ dài hạn",3.000.000,3.000.000,3000000.0,3000000.0
,,,3.000.000,3.000.000,3000000.0,3000000.0
Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 36),b) Phải thu dài hạn khác > Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 36),Phải thu ngắn hạn khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 36),276.761.701.091,415.245.932.412,276761701091.0,415245932412.0
