row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
II,II,II,LỔ BÁN,,,,,,,,,,,
1,II > 1,1,Cổ phiếu và chứng khoán niêm yết (bao gồm cổ phiếu phòng ngửa rủi ro cho chứng quyền),164.639.021,4.198.938.711.571,4.406.805.180.238,(207.866.468.667),(310.016.899.671),,164639021.0,4198938711571.0,4406805180238.0,-207866468667.0,-310016899671.0
2,II > 2,2,Cổ phiếu và Chứng chỉ quỹ chưa niêm yết,300.000,5.100.000.000,5.250.090.000,(150.090.000),(153.671),,300000.0,5100000000.0,5250090000.0,-150090000.0,-153671.0
3,II > 3,3,Trái phiếu niêm yết,53.637.103,5.964.961.214.348,5.975.300.899.172,(10.339.684.824),(6.092.343.334),,53637103.0,5964961214348.0,5975300899172.0,-10339684824.0,-6092343334.0
4,II > 4,4,"Trái phiếu và chứng khoán chưa niêm yết, CCTG",17.383.250,11.428.419.528.161,11.482.787.012.222,(54.367.484.061),(43.843.268.274),,17383250.0,11428419528161.0,11482787012222.0,-54367484061.0,-43843268274.0
5,II > 5,5,Lỗ vị thể của hợp đồng CKPS,-,-,-,(76.646.216.000),(121.267.354.000),,,,,-76646216000.0,-121267354000.0
6,II > 6,6,Chứng quyền do Công ty phát hành,408.185.605,295.011.186.789,319.432.923.250,(24.421.736.461),(25.741.921.875),,408185605.0,295011186789.0,319432923250.0,-24421736461.0,-25741921875.0
,,,Tổng cộng,644.144.979,21.892.430.640.869,22.189.576.104.882,(373.791.680.013),(506.961.940.825),,644144979.0,21892430640869.0,22189576104882.0,-373791680013.0,-506961940825.0
