row_label_raw,row_label_full,STT,Chỉ tiêu,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND,numeric__Chỉ tiêu,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND
I,I,I,Thuế,112.773.095.811,1.272.203.643.966,1.037.519.642.604,347.457.097.173,,112773095811.0,1272203643966.0,1037519642604.0,347457097173.0
1,1,1,Thuế giá trị gia tăng,720.763.429,5.872.987.940,6.267.142.740,326.608.629,,720763429.0,5872987940.0,6267142740.0,326608629.0
2,2,2,Thuế thu nhập doanh nghiệp(Thuyết minh số 39.1),32.695.176.094,522.093.932.088,275.771.172.394,279.017.935.788,,32695176094.0,522093932088.0,275771172394.0,279017935788.0
3,3,3,Các loại thuế khác,79.357.156.288,744.236.723.938,755.481.327.470,68.112.552.756,,79357156288.0,744236723938.0,755481327470.0,68112552756.0
3,3,3,Thuế thu nhập cá nhân,16.286.507.237,129.638.091.725,126.878.726.618,19.045.872.344,,16286507237.0,129638091725.0,126878726618.0,19045872344.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,57.163.120.220,546.839.490.962,564.622.143.950,39.380.467.232,,57163120220.0,546839490962.0,564622143950.0,39380467232.0
3,3,3,Thuế môn bài,-,15.500.000,15.500.000,-,,,15500000.0,15500000.0,
3,3,3,Thuế khác (thuế nhà thầu),5.907.528.831,67.743.641.251,63.964.956.902,9.686.213.180,,5907528831.0,67743641251.0,63964956902.0,9686213180.0
II,II,II,Các khoản phải nộp khác,-,159.668.670,159.668.670,-,,,159668670.0,159668670.0,
II,II,II,Tổng cộng,112.773.095.811,1.272.363.312.636,1.037.679.311.274,347.457.097.173,,112773095811.0,1272363312636.0,1037679311274.0,347457097173.0
