row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TẢI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,44.161.494.585,39.596.726.729,,,44161494585.0,39596726729.0
006,006,006,Cổ phiếu đang lưu hành (số lượng),27.3,1.499.138.669,1.489.138.669,,273.0,1499138669.0,1489138669.0
007,007,007,Cổ phiếu quỹ (số lượng),27.3,1.991.468,1.991.468,,273.0,1991468.0,1991468.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.1,4.547.410.950.000,1.177.265.200.000,,281.0,4547410950000.0,1177265200000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),28.2,13.547.260.000,10.484.320.000,,282.0,13547260000.0,10484320000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),28.3,337.024.380.000,8.656.000.000,,283.0,337024380000.0,8656000000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,10.179.573.915.500,14.641.714.640.000,,284.0,10179573915500.0,14641714640000.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,-,30.000,,,,30000.0
014,014,014,Chứng quyền (số lượng),,677.576.400,139.652.200,,,677576400.0,139652200.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHÁI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),28.5,92.107.232.651.200,86.914.415.659.420,,285.0,92107232651200.0,86914415659420.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,78.834.186.721.200,71.772.504.608.420,,,78834186721200.0,71772504608420.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,969.229.010.000,1.600.752.740.000,,,969229010000.0,1600752740000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cảm cố,,10.965.402.370.000,12.563.910.520.000,,,10965402370000.0,12563910520000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,16.950.300.000,283.790.610.000,,,16950300000.0,283790610000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,1.321.464.250.000,693.457.181.000,,,1321464250000.0,693457181000.0
