row_label_raw,row_label_full,Thuế TNDN hoãn lại phát sinh do trích lập dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm > Thuế TNDN hoãn lại phát sinh do hoàn nhập/(trích lập) dự phòng suy giảm giá trị các khoản cho vay,Năm nay > (180.350.982) > 3.773.711,Đơn vị tính: VNDNăm trước > - > 124.151.978,numeric__Năm nay > (180.350.982) > 3.773.711,numeric__Đơn vị tính: VNDNăm trước > - > 124.151.978
Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá (giảm)/tăng tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,8.030.945.226,(41.124.601.758),8030945226.0,-41124601758.0
Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí phát sinh tạm thời chịu thuế,2.156.180.588,(1.346.310.041),2156180588.0,-1346310041.0
Chi phí/(Thu nhập) thuế TNDN hoãn lại,Chi phí/(Thu nhập) thuế TNDN hoãn lại,Chi phí/(Thu nhập) thuế TNDN hoãn lại,10.010.548.543,(42.346.759.821),10010548543.0,-42346759821.0
