row_label_raw,row_label_full,Số đầu năm > Phát hành cổ phiếu tăng vốntheo chương trình lựa chọnngười lao động theo Nghị quyếtsố 02/2022/NQ-ĐHĐCD ngày 7tháng 5 năm 2022 của Đại hộidồng cổ đông,Vốn góp củachủ sở hữu > 14.911.301.370.000 > 100.000.000.000,Thăng dư vốncổ phần > 3.299.220.472.644 > -,Cổ phiếu quỹ > (19.115.006.409) > -,Chênh lệch đánhgiá lại tài sản theogiá trị hợp lý > (6.286.385.840) > -,Quỹ dự trữ bổsung vốn điều lệ > 58.252.419.507 > -,Lợi nhuậnchưa phân phối > 3.615.810.844.894 > -,Tổng cộng > 21.859.183.714.796 > 100.000.000.000,numeric__Vốn góp củachủ sở hữu > 14.911.301.370.000 > 100.000.000.000,numeric__Thăng dư vốncổ phần > 3.299.220.472.644 > -,numeric__Cổ phiếu quỹ > (19.115.006.409) > -,numeric__Chênh lệch đánhgiá lại tài sản theogiá trị hợp lý > (6.286.385.840) > -,numeric__Quỹ dự trữ bổsung vốn điều lệ > 58.252.419.507 > -,numeric__Lợi nhuậnchưa phân phối > 3.615.810.844.894 > -,numeric__Tổng cộng > 21.859.183.714.796 > 100.000.000.000
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,2.173.206.453.958,2.173.206.453.958,,,,,,2173206453958.0,2173206453958.0
Đánh giá lại tài sản tài chínhAFS,Đánh giá lại tài sản tài chínhAFS,Đánh giá lại tài sản tài chínhAFS,-,-,-,2.493.352.734,-,-,2.493.352.734,,,,2493352734.0,,,2493352734.0
Cổ tức SSI 2022 (10%) theoNghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD,Cổ tức SSI 2022 (10%) theoNghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD,Cổ tức SSI 2022 (10%) theoNghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD,-,-,-,-,-,(1.499.138.669.000),(1.499.138.669.000),,,,,,-1499138669000.0,-1499138669000.0
"Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD","Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD","Trích lập quỹ từ thiện, phúc lợitheo Nghị quyết số 01/2023/NQ-ĐHĐCD ngày 25/04/2023 của ĐHĐCD",-,-,-,-,-,(50.979.596.886),(50.979.596.886),,,,,,-50979596886.0,-50979596886.0
Giảm khác,Giảm khác,Giảm khác,-,(12.000.000),-,-,-,(293.630.335),(305.630.335),,-12000000.0,,,,-293630335.0,-305630335.0
Số cuối năm,Số cuối năm,Số cuối năm,15.011.301.370.000,3.299.208.472.644,(19.115.006.409),(3.793.033.106),58.252.419.507,4.238.605.402.631,22.584.459.625.267,15011301370000.0,3299208472644.0,-19115006409.0,-3793033106.0,58252419507.0,4238605402631.0,22584459625267.0
