row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/(chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/(chi phí)
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Ngày 01 tháng 01 năm 2023,Tăng trong năm,Giảm trong năm,Ngày 31 tháng 12 năm 2023,Doanh thu/(chi phí),,,,,,
Thành viên,Thành viên,Thành viên,Doanh thu giao dịch và,,,,,,,,,,,
"Hội đồng Quản trị,","Thành viên > Hội đồng Quản trị,","Hội đồng Quản trị,",dịch vụ chứng khoán khác,-,431.212.052,(431.212.052),-,430.864.950,,,431212052.0,-431212052.0,,430864950.0
Ban Tổng Giám đốc và,Thành viên > Ban Tổng Giám đốc và,Ban Tổng Giám đốc và,Cổ tức SSI,-,(77.697.224.000),77.697.224.000,-,-,,,-77697224000.0,77697224000.0,,
các cá nhân liên quan,Thành viên > các cá nhân liên quan,các cá nhân liên quan,Các giao dịch khác,(4.432.110.308),(1.730.016.945.366),1.696.664.723.935,(37.784.331.739),(2.195.960.854),,-4432110308.0,-1730016945366.0,1696664723935.0,-37784331739.0,-2195960854.0
