row_label_raw,row_label_full,Danh sách bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH Quản lý Quỹ SSI,Công ty TNHH Quản lý Quỹ SSI,Công ty TNHH Quản lý Quỹ SSI,Công ty con do SSI nằm giữ 100% vốn sở hữuChủ tịch Công ty TNHH Quản lý Quỹ SSI là em Chủ tịch Hội đồng quản trị SSI,
Quỹ Đầu tư Thành viên SSI,Quỹ Đầu tư Thành viên SSI,Quỹ Đầu tư Thành viên SSI,"Công ty con do SSI nằm giữ 76,15% vốn sở hữu",
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Chủ sở hữu và Chủ tịch của Công ty TNHH Đầu tưNDH là Chủ tịch Hội đồng Quản trị SSIThành viên Hội đồng Quản trị SSI Nguyễn Duy Khánhđồng thời là Tổng Giám đốc NDH,
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,"Cổ đông chiến lược nằm giữ tỷ lệ khoảng 15,44% vốncó quyền biểu quyết của SSI",
Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,Công ty Cổ phần Tập đoàn PAN và các công ty con,"Chủ tịch Hội đồng Quản trị SSI cũng là chủ tịch Hộiđồng Quản trị của PAN, công ty liên kết",
Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Công ty liên kết,
Công ty TNHH Bất động sảnSải Gòn Đan Linh,Công ty TNHH Bất động sảnSải Gòn Đan Linh,Công ty TNHH Bất động sảnSải Gòn Đan Linh,Thành viên Hội đồng Quản trị kiểm Tổng Giám đốcSSI là Chủ tịch Hội đồng thành viên của Công tyTNHH Bất động sản Sài Gòn Đan Linh,
Công ty TNHH Một thành viênNguyễn Sài Gòn,Công ty TNHH Một thành viênNguyễn Sài Gòn,Công ty TNHH Một thành viênNguyễn Sài Gòn,Chủ tịch Công ty TNHH Một thành viên Nguyễn Sài Gònlà em Chủ tịch Hội đồng Quản trị SSI,
Công ty Cổ phần Công nghệ sốSSI,Công ty Cổ phần Công nghệ sốSSI,Công ty Cổ phần Công nghệ sốSSI,Công ty con sở hữu gián tiếp qua Quỹ Đầu tư Thànhviên SSI,
