row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,65.068.901.171.873,48.114.471.398.933,,,65068901171873.0,48114471398933.0
110,110,110,I. Tài sản tài chính,,64.976.325.568.378,48.011.278.564.551,,,64976325568378.0,48011278564551.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,455.799.610.357,1.274.576.684.717,,5.0,455799610357.0,1274576684717.0
111.1,111.1,111.1,1.1. Tiền,,455.799.610.357,770.492.824.314,,,455799610357.0,770492824314.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,-,504.083.860.403,,,,504083860403.0
112,112,112,2. Các tài sản tài chính ghi nhận thống qua lãi/lỗ (FVTPL),7.1,43.732.121.928.160,30.279.245.316.994,,71.0,43732121928160.0,30279245316994.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,4.877.808.937.021,3.494.651.562.467,,73.0,4877808937021.0,3494651562467.0
114,114,114,4. Các khoản cho vay,7.4,15.134.065.013.420,11.057.163.090.177,,74.0,15134065013420.0,11057163090177.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,415.753.839.520,381.708.255.604,,72.0,415753839520.0,381708255604.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(32.695.438.612),(37.251.669.462),,8.0,-32695438612.0,-37251669462.0
117,117,117,7. Các khoản phải thu,,584.439.040.304,384.904.578.031,,,584439040304.0,384904578031.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,267.997.744.808,240.929.436.808,,9.0,267997744808.0,240929436808.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,316.441.295.496,143.975.141.223,,9.0,316441295496.0,143975141223.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,316.441.295.496,143.975.141.223,,,316441295496.0,143975141223.0
118,118,118,8. Trả trước cho người bán,9,30.488.015.683,1.400.947.706.689,,9.0,30488015683.0,1400947706689.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,6.253.094.642,4.342.365.459,,9.0,6253094642.0,4342365459.0
122,122,122,10. Các khoản phải thu khác,9,4.162.964.691,2.862.110.683,,9.0,4162964691.0,2862110683.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(231.871.436.808),(231.871.436.808),,9.0,-231871436808.0,-231871436808.0
130,130,130,II. Tài sản ngắn hạn khác,10,92.575.603.495,103.192.834.382,,10.0,92575603495.0,103192834382.0
131,131,131,1. Tạm ứng,,17.503.586.964,26.688.081.291,,,17503586964.0,26688081291.0
132,132,132,"2. Vật tư vấn phòng, công cụ, dụng cụ",,1.451.468.687,4.458.362.981,,,1451468687.0,4458362981.0
133,133,133,3. Chi phí trả trước ngắn hạn,,61.093.685.276,69.513.778.142,,,61093685276.0,69513778142.0
134,134,134,"4. Cảm cổ, thế chấp, ký quỹ, ký cược ngắn hạn",,133.400.000,256.728.000,,,133400000.0,256728000.0
137,137,137,5. Tài sản ngắn hạn khác,,12.393.462.568,2.275.883.968,,,12393462568.0,2275883968.0
