row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,7.669.744.186,27.999.051.348,,,7669744186.0,27999051348.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,26.225.037.906,31.164.438.722,,,26225037906.0,31164438722.0
44,44,44,3. Doanh thu khác về đầu tư,,54.642.654.606,77.079.242.645,,,54642654606.0,77079242645.0
50,50,50,Cộng doanh thu hoạt động tài chính,35,88.537.436.698,136.242.732.715,,35.0,88537436698.0,136242732715.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,25.490.069.703,123.957.370.811,,,25490069703.0,123957370811.0
52,52,52,2. Chi phí lãi vay,,1.570.439.043.267,1.030.649.945.603,,,1570439043267.0,1030649945603.0
55,55,55,3. Chi phí tài chính khác,,41.713.608.024,261.003.468.575,,,41713608024.0,261003468575.0
60,60,60,Cộng chi phí tài chính,36,1.637.642.720.994,1.415.610.784.989,,36.0,1637642720994.0,1415610784989.0
62,62,62,V. CHI PHÍ QUẢN LÝ,37,320.892.607.345,272.323.592.963,,37.0,320892607345.0,272323592963.0
70,70,70,VI. KẾT QUẢ HOẠT ĐỘNG,,2.703.626.280.146,1.993.863.569.473,,,2703626280146.0,1993863569473.0
,,,VII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,2.276.829.859,9.462.664.077,,,2276829859.0,9462664077.0
72,72,72,Chi phí khác,,592.175.416,574.182.760,,,592175416.0,574182760.0
80,80,80,Cộng kết quả hoạt động khác,38,1.684.654.443,8.888.481.317,,38.0,1684654443.0,8888481317.0
90,90,90,VIII. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,2.705.310.934.589,2.002.752.050.790,,,2705310934589.0,2002752050790.0
91,91,91,Lợi nhuận đã thực hiện,,2.637.944.202.140,2.288.253.441.606,,,2637944202140.0,2288253441606.0
92,92,92,Lợi nhuận chưa thực hiện,,67.366.732.449,(285.501.390.816),,,67366732449.0,-285501390816.0
100,100,100,IX. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),39,532.104.480.631,397.041.743.336,,39.0,532104480631.0,397041743336.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,39.1,522.093.932.088,439.388.503.157,,391.0,522093932088.0,439388503157.0
100.2,100.2,100.2,Chi phí/(Thu nhập) thuế TNDN hoãn lại,39.2,10.010.548.543,(42.346.759.821),,392.0,10010548543.0,-42346759821.0
200,200,200,X. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,2.173.206.453.958,1.605.710.307.454,,,2173206453958.0,1605710307454.0
