row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,05 - 25,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,03 - 12,
Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,Phương tiện vận tải và thiết bị truyền dẫn,03 - 06,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 - 06,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,03 - 06,
