row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Chủ tịch Hội đồng Quản trị,2.507.673.944,2.490.651.193,,2507673944.0,2490651193.0
Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Thành viên Hội đồng Quản trị kiểm Tổng Giám đốc,2.507.673.944,2.490.651.193,,2507673944.0,2490651193.0
Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Thành viên Hội đồng Quản trị,2.055.490.270,2.051.287.495,,2055490270.0,2051287495.0
Ông Lê Đức Quang,Ông Lê Đức Quang,Ông Lê Đức Quang,Thành viên Hội đồng Quản trị,2.051.490.270,2.043.287.495,,2051490270.0,2043287495.0
Ông Nguyễn Đức Thuận,Ông Nguyễn Đức Thuận,Ông Nguyễn Đức Thuận,Thành viên Hội đồng Quản trị,1.782.382.031,1.245.368.424,,1782382031.0,1245368424.0
Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Thành viên độc lập Hội đồng Quản trị,540.739.128,514.000.000,,540739128.0,514000000.0
Ông Lê Việt Dũng,Ông Lê Việt Dũng,Ông Lê Việt Dũng,Thành viên độc lập Hội đồng Quản trị (Bổ nhiệm ngày 16 tháng 6 năm 2025),302.262.938,-,,302262938.0,
Ông Trường Hồng,Ông Trường Hồng,Ông Trường Hồng,Thành viên độc lập Hội đồng Quản trị (Miễn nhiệm ngày 16 tháng 6 năm 2025),238.476.190,514.000.000,,238476190.0,514000000.0
Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Phó Tổng Giám đốc,2.043.490.270,2.027.287.495,,2043490270.0,2027287495.0
Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Phó Tổng Giám đốc (Miễn nhiệm ngày 01 tháng 6 năm 2025),1.339.761.379,2.027.287.495,,1339761379.0,2027287495.0
Ông Trần Thế Cường,Ông Trần Thế Cường,Ông Trần Thế Cường,Phó Tổng Giám đốc (Bổ nhiệm ngày 02 tháng 6 năm 2025),704.003.774,-,,704003774.0,
Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Phó Tổng Giám đốc,2.043.490.270,2.027.287.495,,2043490270.0,2027287495.0
Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Phó Tổng Giám đốc,2.043.490.270,2.027.287.495,,2043490270.0,2027287495.0
Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Phó Tổng Giám đốc,2.073.195.820,2.056.993.045,,2073195820.0,2056993045.0
Ông Đình Như Cường,Ông Đình Như Cường,Ông Đình Như Cường,Kế toán trưởng,1.903.841.508,1.887.479.798,,1903841508.0,1887479798.0
Ông Tổng Việt Thống,Ông Tổng Việt Thống,Ông Tổng Việt Thống,Trường Ban Kiểm soát (Bổ nhiệm ngày 16 tháng 6 năm 2025),620.842.814,-,,620842814.0,
Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Trường Ban Kiểm soát (Miễn nhiệm ngày 16 tháng 6 năm 2025),1.284.632.694,1.887.479.798,,1284632694.0,1887479798.0
Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Thành viên Ban Kiểm soát,1.540.691.042,1.524.911.123,,1540691042.0,1524911123.0
Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Thành viên Ban Kiểm soát,103.000.000,94.000.000,,103000000.0,94000000.0
,,,,27.686.628.556,26.909.259.544,,27686628556.0,26909259544.0
