row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,27,16.054.517.372.821,13.306.633.471.027,,1.0,27.0,16054517372821.0,13306633471027.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,548.363.896.514,459.039.774.500,,2.0,27.0,548363896514.0,459039774500.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,15.506.153.476.307,12.847.593.696.527,,10.0,,15506153476307.0,12847593696527.0
4.,4.,4.,Giá vốn hàng bán,11,28,11.561.565.873.872,10.447.686.679.683,,11.0,28.0,11561565873872.0,10447686679683.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.944.587.602.435,2.399.907.016.844,,20.0,,3944587602435.0,2399907016844.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,385.862.574.359,380.002.488.482,,21.0,30.0,385862574359.0,380002488482.0
7.,7.,7.,Chi phí tài chính,22,31,84.680.559.436,72.492.708.990,,22.0,31.0,84680559436.0,72492708990.0
,,,- Trong đó: Chi phí lãi vay,23,,63.207.694.960,42.223.751.638,,23.0,,63207694960.0,42223751638.0
8.,8.,8.,Chi phí bán hàng,25,32,1.091.400.049.187,960.449.156.504,,25.0,32.0,1091400049187.0,960449156504.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,32,930.350.779.330,449.063.775.293,,26.0,32.0,930350779330.0,449063775293.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,2.224.018.788.841,1.297.903.864.539,,30.0,,2224018788841.0,1297903864539.0
11.,11.,11.,Thu nhập khác,31,,6.076.196.442,24.847.041.285,,31.0,,6076196442.0,24847041285.0
12.,12.,12.,Chi phí khác,32,,746.399.900,1.053.763.524,,32.0,,746399900.0,1053763524.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,5.329.796.542,23.793.277.761,,40.0,,5329796542.0,23793277761.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,2.229.348.585.383,1.321.697.142.300,,50.0,,2229348585383.0,1321697142300.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,257.969.957.282,97.518.384.291,,51.0,33.0,257969957282.0,97518384291.0
16.,16.,16.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,(16.988.739.859),(9.547.696.403),,52.0,,-16988739859.0,-9547696403.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.988.367.367.960,1.233.726.454.412,,60.0,,1988367367960.0,1233726454412.0
