row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRÁ,300,,6.391.240.236.735,5.281.096.195.258,,300.0,,6391240236735.0,5281096195258.0
I.,I.,I.,Nợ ngắn hạn,310,,5.486.686.252.556,4.419.218.067.658,,310.0,,5486686252556.0,4419218067658.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,1.700.363.760.393,1.517.063.100.685,,311.0,15.0,1700363760393.0,1517063100685.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,16,663.794.582.006,209.961.921.679,,312.0,16.0,663794582006.0,209961921679.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,17,78.259.421.855,49.789.966.597,,313.0,17.0,78259421855.0,49789966597.0
4.,4.,4.,Phải trả người lao động,314,,312.913.963.572,155.167.443.081,,314.0,,312913963572.0,155167443081.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,18,402.745.972.486,421.864.646.450,,315.0,18.0,402745972486.0,421864646450.0
6.,6.,6.,Phải trả ngắn hạn khác,319,19,99.660.887.034,63.724.662.741,,319.0,19.0,99660887034.0,63724662741.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,20,1.939.804.420.181,1.145.286.987.219,,320.0,20.0,1939804420181.0,1145286987219.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,,-,616.246.434.178,,321.0,,,616246434178.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,22,289.143.245.029,240.112.905.028,,322.0,22.0,289143245029.0,240112905028.0
II.,II.,II.,Nợ dài hạn,330,,904.553.984.179,861.878.127.600,,330.0,,904553984179.0,861878127600.0
1.,1.,1.,Vay và nợ thuê tài chính dài hạn,338,21,47.341.000.000,110.465.000.000,,338.0,21.0,47341000000.0,110465000000.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,23,857.212.984.179,751.413.127.600,,343.0,23.0,857212984179.0,751413127600.0
D.,D.,D.,VỐN CHỦ SỞ HỮ'U,400,,10.597.975.807.619,9.949.475.392.992,,400.0,,10597975807619.0,9949475392992.0
I.,I.,I.,Vốn chủ sở hữu,410,24,10.597.975.807.619,9.949.475.392.992,,410.0,24.0,10597975807619.0,9949475392992.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,3.545.758.670.465,2.957.814.940.116,,418.0,,3545758670465.0,2957814940116.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,1.758.217.137.154,1.697.660.452.876,,421.0,,1758217137154.0,1697660452876.0
,,,- Lợi nhuận sau thuế chưa phân phối,421a,,621.297.762.876,985.226.589.788,,,,621297762876.0,985226589788.0
,,,lũy kế đến cuối năm trước,,,,,,,,,
,,,- Lợi nhuận sau thuế chưa phân phối,421b,,1.136.919.374.278,712.433.863.088,,,,1136919374278.0,712433863088.0
,,,năm nay,,,,,,,,,
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,16.989.216.044.354,15.230.571.588.250,,440.0,,16989216044354.0,15230571588250.0
