row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
A -,A -,A -,TÀI SẢN NGẮN HẠN(100=100+120+130+140+150),100,,676.236.857.416,614.489.696.098,,100.0,,676236857416.0,614489696098.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,190.735.461.868,197.951.313.504,,110.0,51.0,190735461868.0,197951313504.0
1.,1.,1.,Tiền,111,,73.435.461.868,60.198.469.684,,111.0,,73435461868.0,60198469684.0
2.,2.,2.,Các khoản tương đương tiền,112,,117.300.000.000,137.752.843.820,,112.0,,117300000000.0,137752843820.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,32.738.333.738,50.611.780.230,,120.0,,32738333738.0,50611780230.0
1.,1.,1.,Chứng khoán kinh doanh,121,5.2,21.755.664.092,21.755.664.092,,121.0,52.0,21755664092.0,21755664092.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5.2,(15.052.229.225),(15.476.895.892),,122.0,52.0,-15052229225.0,-15476895892.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,26.034.898.871,44.333.012.030,,123.0,52.0,26034898871.0,44333012030.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,197.129.141.591,99.384.724.280,,130.0,,197129141591.0,99384724280.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,27.957.315.328,20.875.916.647,,131.0,53.0,27957315328.0,20875916647.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,66.872.330.619,63.825.106.297,,132.0,54.0,66872330619.0,63825106297.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,5.5,5.900.000.000,6.000.000.000,,135.0,55.0,5900000000.0,6000000000.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.6,274.516.712.466,180.564.863.496,,136.0,56.0,274516712466.0,180564863496.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(180.109.612.335),(173.868.891.664),,137.0,57.0,-180109612335.0,-173868891664.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,1.992.395.513,1.987.729.504,,139.0,,1992395513.0,1987729504.0
IV.,IV.,IV.,Hàng tồn kho,140,5.8,233.301.649.588,238.774.111.966,,140.0,58.0,233301649588.0,238774111966.0
1.,1.,1.,Hàng tồn kho,141,,335.554.876.361,341.027.338.739,,141.0,,335554876361.0,341027338739.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(102.253.226.773),(102.253.226.773),,149.0,,-102253226773.0,-102253226773.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,22.332.270.631,27.767.766.118,,150.0,,22332270631.0,27767766118.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,3.121.996.508,3.215.357.661,,151.0,59.0,3121996508.0,3215357661.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,9.825.446.307,15.167.580.641,,152.0,,9825446307.0,15167580641.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.19,9.384.827.816,9.384.827.816,,153.0,519.0,9384827816.0,9384827816.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.832.374.243.764,4.153.344.786.159,,200.0,,3832374243764.0,4153344786159.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,323.836.126.954,648.752.261.270,,210.0,,323836126954.0,648752261270.0
6.,6.,6.,Phải thu dài hạn khác,216,5.6,323.836.126.954,693.135.508.950,,216.0,56.0,323836126954.0,693135508950.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,5.7,,(44.383.247.680),,219.0,57.0,,-44383247680.0
II.,II.,II.,Tài sản cố định,220,,482.842.470.131,512.672.371.098,,220.0,,482842470131.0,512672371098.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,427.179.420.965,454.592.094.558,,221.0,510.0,427179420965.0,454592094558.0
,,,Nguyên giá,222,,830.786.741.015,827.626.391.147,,222.0,,830786741015.0,827626391147.0
,,,Giá trị hao mòn lũy kế,223,,(403.607.320.050),(373.034.296.589),,223.0,,-403607320050.0,-373034296589.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,55.663.049.166,58.080.276.540,,227.0,511.0,55663049166.0,58080276540.0
,,,Nguyên giá,228,,75.516.700.065,75.452.223.786,,228.0,,75516700065.0,75452223786.0
,,,Giá trị hao mòn lũy kế,229,,(19.853.650.899),(17.371.947.246),,229.0,,-19853650899.0,-17371947246.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,21.178.712.553,22.383.906.237,,230.0,512.0,21178712553.0,22383906237.0
1.,1.,1.,Nguyên giá,231,,36.155.810.460,36.155.810.460,,231.0,,36155810460.0,36155810460.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(14.977.097.907),(13.771.904.223),,232.0,,-14977097907.0,-13771904223.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,214.342.763.029,210.947.648.528,,240.0,,214342763029.0,210947648528.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,214.342.763.029,210.947.648.528,,242.0,513.0,214342763029.0,210947648528.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,2.293.114.255.643,2.257.159.474.745,,250.0,514.0,2293114255643.0,2257159474745.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,208.114.255.643,2.257.159.474.745,,252.0,,208114255643.0,2257159474745.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,2.101.423.700.000,18.423.700.000,,253.0,,2101423700000.0,18423700000.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(16.423.700.000),(18.423.700.000),,254.0,,-16423700000.0,-18423700000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,497.059.915.454,501.429.124.281,,260.0,,497059915454.0,501429124281.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,464.684.457.865,462.647.977.447,,261.0,59.0,464684457865.0,462647977447.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,5.15,241.943.120,407.547.919,,262.0,515.0,241943120.0,407547919.0
4.,4.,4.,Lợi thế thương mại,268,5.16,32.133.514.469,38.373.598.915,,268.0,516.0,32133514469.0,38373598915.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,4.508.611.101.180,4.767.834.482.257,,270.0,,4508611101180.0,4767834482257.0
