row_label_raw,row_label_full,col_0,Năm 2023VNDĐã trình bày,Năm 2023VND(Trình bày lại),Chênh lệch,numeric__Năm 2023VNDĐã trình bày,numeric__Năm 2023VND(Trình bày lại),numeric__Chênh lệch
Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,141.260.936.288,141.260.936.288,-,141260936288.0,141260936288.0,
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,47.180.493.964,47.180.493.964,-,47180493964.0,47180493964.0,
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,-,,,,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh tăng > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(7.841.978.256),(9.216.611.166),(1.374.632.910),-7841978256.0,-9216611166.0,-1374632910.0
Điều chỉnh do thay đổi tỷ lệ lợi ích tại Công ty con,Các khoản điều chỉnh tăng > Điều chỉnh do thay đổi tỷ lệ lợi ích tại Công ty con,Điều chỉnh do thay đổi tỷ lệ lợi ích tại Công ty con,(7.841.978.256),(7.841.978.256),-,-7841978256.0,-7841978256.0,
"Trích quỹ khen thưởng, phúc lợi tại Công ty con","Các khoản điều chỉnh tăng > Trích quỹ khen thưởng, phúc lợi tại Công ty con","Trích quỹ khen thưởng, phúc lợi tại Công ty con",-,(1.374.632.910),(1.374.632.910),,-1374632910.0,-1374632910.0
Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,Các khoản điều chỉnh tăng > Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,86.238.464.068,84.863.831.158,(1.374.632.910),86238464068.0,84863831158.0,-1374632910.0
Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),Các khoản điều chỉnh tăng > Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),299.999.999,299.999.999,-,299999999.0,299999999.0,
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Các khoản điều chỉnh tăng > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),"287,46","282,88","(4,58)",287.46,282.88,-4.58
