row_label_raw,row_label_full,Tổng giá trị cổ phiếu,31/12/2024 (VND) > Giá gốc > 21.755.664.092,31/12/2024 (VND) > Giá trị hợp lý,31/12/2024 (VND) > Dự phòng > (15.052.229.225),01/01/2024 (VND) > Giá gốc > 21.755.664.092,01/01/2024 (VND) > Giá trị hợp lý,01/01/2024 (VND) > Dự phòng > (15.476.895.892),numeric__31/12/2024 (VND) > Giá gốc > 21.755.664.092,numeric__31/12/2024 (VND) > Giá trị hợp lý,numeric__31/12/2024 (VND) > Dự phòng > (15.052.229.225),numeric__01/01/2024 (VND) > Giá gốc > 21.755.664.092,numeric__01/01/2024 (VND) > Giá trị hợp lý,numeric__01/01/2024 (VND) > Dự phòng > (15.476.895.892)
+ Công ty Cổ phần Đầu tư PVR Hà Nội,+ Công ty Cổ phần Đầu tư PVR Hà Nội,+ Công ty Cổ phần Đầu tư PVR Hà Nội,18.184.066.533,3.131.916.667,(15.052.149.866),18.184.066.533,2.707.250.000,(15.476.816.533),18184066533.0,3131916667.0,-15052149866.0,18184066533.0,2707250000.0,-15476816533.0
+ Công ty Cổ phần Fafilm Thành phố Hồ Chí Minh,+ Công ty Cổ phần Fafilm Thành phố Hồ Chí Minh,+ Công ty Cổ phần Fafilm Thành phố Hồ Chí Minh,3.571.425.000,(*),-,3.571.425.000,(*),-,3571425000.0,,,3571425000.0,,
- Các khoản đầu tư khác Tổng,- Các khoản đầu tư khác Tổng,- Các khoản đầu tư khác Tổng,172.559,(*),(79.359),172.559,(*),(79.359),172559.0,,-79359.0,172559.0,,-79359.0
- Các khoản đầu tư khác Tổng,- Các khoản đầu tư khác Tổng,- Các khoản đầu tư khác Tổng,21.755.664.092,,(15.052.229.225),21.755.664.092,,(15.476.895.892),21755664092.0,,-15052229225.0,21755664092.0,,-15476895892.0
