row_label_raw,row_label_full,col_0,"Bán hàng hóa, thành phẩm",Cung cấp dịch vụ,Bất động sản,Tổng,"numeric__Bán hàng hóa, thành phẩm",numeric__Cung cấp dịch vụ,numeric__Bất động sản,numeric__Tổng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản bộ phận,TÀI SẢN > Tài sản bộ phận,Tài sản bộ phận,487.380.174.879,1.332.735.500.357,711.648.700.835,2.531.764.376.071,487380174879.0,1332735500357.0,711648700835.0,2531764376071.0
Tài sản không phân bổ,TÀI SẢN > Tài sản không phân bổ,Tài sản không phân bổ,,,,1.976.846.725.109,,,,1976846725109.0
Tổng tài sản,TÀI SẢN > Tổng tài sản,Tổng tài sản,,,,4.508.611.101.180,,,,4508611101180.0
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,
Nợ phải trả của các bộ phận,NỘ PHẢI TRẢ > Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,495.306.070.744,714.410.529.096,574.410.326.165,1.784.126.926.005,495306070744.0,714410529096.0,574410326165.0,1784126926005.0
Nợ phải trả không thể phân bổ,NỘ PHẢI TRẢ > Nợ phải trả không thể phân bổ,Nợ phải trả không thể phân bổ,,,,989.485.399.838,,,,989485399838.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,,,,2.773.612.325.843,,,,2773612325843.0
