row_label_raw,row_label_full,col_0,31/12/2024VND,01/01/2024VND,numeric__31/12/2024VND,numeric__01/01/2024VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,3.121.996.508,3.215.357.661,3121996508.0,3215357661.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,677.636.320,875.365.403,677636320.0,875365403.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,85.781.157,456.980.413,85781157.0,456980413.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,356.809.959,356.809.957,356809959.0,356809957.0
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,49.484.974,50.716.647,49484974.0,50716647.0
Chi phí chờ phân bổ khác,Chi phí chờ phân bổ khác,Chi phí chờ phân bổ khác,1.952.284.098,1.475.485.241,1952284098.0,1475485241.0
Dài hạn,Dài hạn,Dài hạn,464.684.457.865,462.647.977.447,464684457865.0,462647977447.0
Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tếThăng Long (1),Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tếThăng Long (1),Chi phí thuê dài hạn Trung tâm Thương mại tại làng Quốc tếThăng Long (1),139.884.449.946,143.872.727.880,139884449946.0,143872727880.0
Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),40.908.493.354,42.307.094.746,40908493354.0,42307094746.0
Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),69.733.112.433,71.799.311.865,69733112433.0,71799311865.0
Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),8.983.559.071,9.219.968.515,8983559071.0,9219968515.0
Chi phí thuê dài hạn tại Starcity Lê Văn Lương - Vneco (5),Chi phí thuê dài hạn tại Starcity Lê Văn Lương - Vneco (5),Chi phí thuê dài hạn tại Starcity Lê Văn Lương - Vneco (5),12.278.063.012,12.623.517.560,12278063012.0,12623517560.0
Chi phí liên quan thuê đất tại KCN - VSIP Bắc Ninh,Chi phí liên quan thuê đất tại KCN - VSIP Bắc Ninh,Chi phí liên quan thuê đất tại KCN - VSIP Bắc Ninh,13.677.007.697,14.103.104.465,13677007697.0,14103104465.0
Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp,Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp,Chi phí tư vấn quản trị và tái cấu trúc Doanh nghiệp,-,4.629.629.625,,4629629625.0
Chi phí thuê dài hạn tại 25 Tân Mai - Licogi 19 (6),Chi phí thuê dài hạn tại 25 Tân Mai - Licogi 19 (6),Chi phí thuê dài hạn tại 25 Tân Mai - Licogi 19 (6),4.219.306.260,4.364.429.964,4219306260.0,4364429964.0
Quyền khai thác 12 căn Biệt thư tại Hội An (7),Quyền khai thác 12 căn Biệt thư tại Hội An (7),Quyền khai thác 12 căn Biệt thư tại Hội An (7),134.560.868.085,139.122.253.449,134560868085.0,139122253449.0
Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),20.226.144.699,-,20226144699.0,
Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,20.213.453.308,20.605.939.378,20213453308.0,20605939378.0
Tổng,Tổng,Tổng,467.806.454.373,465.863.335.108,467806454373.0,465863335108.0
