row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2024VND,Năm 2023VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2024VND,numeric__Năm 2023VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.041.737.803.129,999.175.492.396,,1.0,61.0,1041737803129.0,999175492396.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.2,34.838.638.846,14.490.636.911,,2.0,62.0,34838638846.0,14490636911.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,6.3,1.006.899.164.283,984.684.855.485,,10.0,63.0,1006899164283.0,984684855485.0
4.,4.,4.,Giá vốn hàng bán,11,6.4,529.101.343.889,528.378.396.863,,11.0,64.0,529101343889.0,528378396863.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,477.797.820.394,456.306.458.622,,20.0,,477797820394.0,456306458622.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.5,23.361.008.205,52.696.089.818,,21.0,65.0,23361008205.0,52696089818.0
7.,7.,7.,Chi phí tài chính,22,6.6,179.439.548.562,26.540.960.509,,22.0,66.0,179439548562.0,26540960509.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,107.769.515.970,20.207.091.779,,23.0,,107769515970.0,20207091779.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,35.954.780.898,20.031.731.328,,24.0,,35954780898.0,20031731328.0
9.,9.,9.,Chi phí bán hàng,25,6.7,180.844.467.757,171.669.932.077,,25.0,67.0,180844467757.0,171669932077.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.7,90.701.525.971,148.002.936.933,,26.0,67.0,90701525971.0,148002936933.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)+24-(25+26)},30,,86.128.067.207,182.820.450.249,,30.0,,86128067207.0,182820450249.0
12.,12.,12.,Thu nhập khác,31,6.8,179.146.132.709,16.014.616.299,,31.0,68.0,179146132709.0,16014616299.0
13.,13.,13.,Chi phí khác,32,6.8,17.942.898.530,35.782.837.103,,32.0,68.0,17942898530.0,35782837103.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,6.8,161.203.234.179,(19.768.220.804),,40.0,68.0,161203234179.0,-19768220804.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40),50,,247.331.301.386,163.052.229.445,,50.0,,247331301386.0,163052229445.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.9,32.363.265.663,45.354.601.617,,51.0,69.0,32363265663.0,45354601617.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,6.10,(179.258.287),(23.563.308.460),,52.0,610.0,-179258287.0,-23563308460.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,215.147.294.010,141.260.936.288,,60.0,,215147294010.0,141260936288.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,119.297.830.833,94.080.442.324,,61.0,,119297830833.0,94080442324.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,95.849.463.177,47.180.493.964,,62.0,,95849463177.0,47180493964.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,6.11,398,283,,70.0,611.0,398.0,283.0
