row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__col_1,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),Tạm ứng,1.718.461.429,-,1.421.155.000,-,,1718461429.0,,1421155000.0,
a),a) > a),a),"Phải thu vốn góp,lãi từ các hợpđồng hợp tác đàutư",530.536.467.541,-,326.160.581.937,-,,530536467541.0,,326160581937.0,
a),a) > a),a),Phải thu từchuyển nhượngvốn,-,-,105.780.149.500,-,,,,105780149500.0,
a),a) > a),a),Phải thu cổ tức,27.882.400.000,-,5.162.500.000,-,,27882400000.0,,5162500000.0,
a),a) > a),a),Lãi cho vay,3.552.253.372,-,2.763.768.439,-,,3552253372.0,,2763768439.0,
a),a) > a),a),Phải thu khác,50.000.000,-,50.000.000,-,,50000000.0,,50000000.0,
a),a) > a),a),,563.739.582.342,-,441.338.154.876,-,,563739582342.0,,441338154876.0,
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),Đặt cọc,266.978.880,-,266.978.880,-,,266978880.0,,266978880.0,
b),b) > b),b),Vốn góp hợpđồng hợp tác đàutư,1.250.000.000,-,1.250.000.000,-,,1250000000.0,,1250000000.0,
b),b) > b),b),,1.516.978.880,-,1.516.978.880,-,,1516978880.0,,1516978880.0,
c),b) > c),c),Trong đó: Phảithu khác là cácbên liên quan,141.874.911.879,-,9.164.176.369,-,,141874911879.0,,9164176369.0,
