row_label_raw,row_label_full,Tên Công ty,Non thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ insured giá,Kinh doanh hạ tầng khu công nghiệp,numeric__Non thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ insured giá,numeric__Kinh doanh hạ tầng khu công nghiệp
- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty Cổ phần,- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty Cổ phần,- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty Cổ phần,Tỉnh Bình Dương,"8,00%","8,00%",Kinh doanh hạ tầng khu công nghiệp,,0.08,0.08,
- Tổng Công ty Dược Việt Nam - CTCP,- Tổng Công ty Dược Việt Nam - CTCP,- Tổng Công ty Dược Việt Nam - CTCP,Hà Nội,"4,98%","4,98%",Kinh doanh được phẩm,,0.049800000000000004,0.049800000000000004,
- Công ty Cổ phần Đầu tư Ngành nước DNP,- Công ty Cổ phần Đầu tư Ngành nước DNP,- Công ty Cổ phần Đầu tư Ngành nước DNP,Tỉnh Bắc Giang,"2,74%","2,74%",Kinh doanh ngành nước,,0.0274,0.0274,
- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam,- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam,- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam,Hà Nội,"0,11%","0,11%",Xây dựng hạ tầng,,0.0011,0.0011,
- Công ty Cổ phần Du lịch Bưu Điện,- Công ty Cổ phần Du lịch Bưu Điện,- Công ty Cổ phần Du lịch Bưu Điện,Hà Nội,"3,08%","3,08%",Dịch vụ du lịch,,0.0308,0.0308,
- Công ty Cổ phần Vietferm,- Công ty Cổ phần Vietferm,- Công ty Cổ phần Vietferm,Hà Nội,"5,00%","5,00%",Sản xuất thực phẩm,,0.05,0.05,
- Công ty Cổ phần Nông làm nghiệp Trường Thành,- Công ty Cổ phần Nông làm nghiệp Trường Thành,- Công ty Cổ phần Nông làm nghiệp Trường Thành,Tỉnh Đắk Nông,"19,91%","19,91%",Đầu tư nông nghiệp,,0.1991,0.1991,
