row_label_raw,row_label_full,col_0,Môi quan hệ,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__Môi quan hệ,numeric__31/12/2020,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
,,,Môi quan hệ,Gốc,Lãi,Gốc,Lãi,,,,,
,,,Môi quan hệ,VND,VND,VND,VND,,,,,
Vay,Vay,Vay,Vay,Vay,Vay,Vay,Vay,,,,,
- Công ty TNHH Sacom Chip Sáng,Vay > - Công ty TNHH Sacom Chip Sáng,- Công ty TNHH Sacom Chip Sáng,Công ty con,8.500.000.000,355.191.786,13.000.000.000,487.205.479,,8500000000.0,355191786.0,13000000000.0,487205479.0
- Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Vay > - Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,- Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,-,-,5.000.000.000,-,,,,5000000000.0,
- Công ty Cổ phần Dây và cấp Sacom,Vay > - Công ty Cổ phần Dây và cấp Sacom,- Công ty Cổ phần Dây và cấp Sacom,Công ty con,-,-,-,1.231.961.053,,,,,1231961053.0
- Công ty Cổ phần Sacom Tuyên Lâm,Vay > - Công ty Cổ phần Sacom Tuyên Lâm,- Công ty Cổ phần Sacom Tuyên Lâm,Công ty con,468.774.000.000,4.366.661.918,-,2.000.000.000,,468774000000.0,4366661918.0,,2000000000.0
- Công ty Cổ phần Địa ốc Sacom,Vay > - Công ty Cổ phần Địa ốc Sacom,- Công ty Cổ phần Địa ốc Sacom,Công ty con,-,-,-,438.451.388,,,,,438451388.0
,,,,477.274.000.000,4.721.853.704,18.000.000.000,4.157.617.920,,477274000000.0,4721853704.0,18000000000.0,4157617920.0
