row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,,,,
Vay và nợ,Tại ngày 31/12/2020 > Vay và nợ,Vay và nợ,481.993.230.888,297.152.613.637,-,779.145.844.525,481993230888.0,297152613637.0,,779145844525.0
"Phải trả ngườibản, phải trả khác","Tại ngày 31/12/2020 > Phải trả ngườibản, phải trả khác","Phải trả ngườibản, phải trả khác",393.293.134.475,380.000.000,-,393.673.134.475,393293134475.0,380000000.0,,393673134475.0
Chi phí phải trả,Tại ngày 31/12/2020 > Chi phí phải trả,Chi phí phải trả,8.731.293.144,-,-,8.731.293.144,8731293144.0,,,8731293144.0
,,,884.017.658.507,297.532.613.637,-,1.181.550.272.144,884017658507.0,297532613637.0,,1181550272144.0
Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,,,,
Vay và nợ,Tại ngày 01/01/2020 > Vay và nợ,Vay và nợ,118.000.000.000,-,-,118.000.000.000,118000000000.0,,,118000000000.0
"Phải trả ngườibản, phải trả khác","Tại ngày 01/01/2020 > Phải trả ngườibản, phải trả khác","Phải trả ngườibản, phải trả khác",901.788.558.687,530.000.000,-,902.318.558.687,901788558687.0,530000000.0,,902318558687.0
Chi phí phải trả,Tại ngày 01/01/2020 > Chi phí phải trả,Chi phí phải trả,2.752.758.948,-,-,2.752.758.948,2752758948.0,,,2752758948.0
,,,1.022.541.317.635,530.000.000,-,1.023.071.317.635,1022541317635.0,530000000.0,,1023071317635.0
