row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.197.232.404.868,1.027.497.443.831,,,1197232404868.0,1027497443831.0
310,310,310,1. Nợ ngắn hạn,,899.699.791.231,1.026.967.443.831,,,899699791231.0,1026967443831.0
311,311,311,1. Phải trả người bán ngắn hạn,,843.246.427,2.611.600,,,843246427.0,2611600.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,08,10.824.663.886,87.761.638,,8.0,10824663886.0,87761638.0
314,314,314,3. Phải trả người lao động,,619.388.172,633.144.655,,,619388172.0,633144655.0
315,315,315,4. Chỉ phí phải trả ngắn hạn,09,8.731.293.144,2.752.758.948,,9.0,8731293144.0,2752758948.0
318,318,318,5. Doanh thu chưa thực hiện ngắn hạn,11,1.900.000.000,1.900.000.000,,11.0,1900000000.0,1900000000.0
319,319,319,6. Phải trả ngắn hạn khác,10,392.449.888.048,901.785.947.087,,10.0,392449888048.0,901785947087.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,12,481.993.230.888,118.000.000.000,,12.0,481993230888.0,118000000000.0
322,322,322,8. Quỹ khen thưởng phúc lợi,,2.338.080.666,1.805.219.903,,,2338080666.0,1805219903.0
330,330,330,II. Nợ dài hạn,,297.532.613.637,530.000.000,,,297532613637.0,530000000.0
337,337,337,1. Phải trả dài hạn khác,10,380.000.000,530.000.000,,10.0,380000000.0,530000000.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,12,297.152.613.637,-,,12.0,297152613637.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.775.685.181.885,2.568.900.044.565,,,2775685181885.0,2568900044565.0
410,410,410,1. Vốn chủ sở hữu,13,2.775.685.181.885,2.568.900.044.565,,13.0,2775685181885.0,2568900044565.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.565.045.400.000,2.565.045.400.000,,,2565045400000.0,2565045400000.0
411a,411a,411a,Cố phiếu phổ thông cỡ quyền biểu quyết,,2.565.045.400.000,2.565.045.400.000,,,2565045400000.0,2565045400000.0
418,418,418,2. Quỹ đầu tư phát triển,,142.970.000,142.970.000,,,142970000.0,142970000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,210.496.811.885,3.711.674.565,,,210496811885.0,3711674565.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,2.911.363.802,-,,,2911363802.0,
421b,421b,421b,LNST chưa phân phối năm nay,,207.585.448.083,3.711.674.565,,,207585448083.0,3711674565.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,3.972.917.586.753,3.596.397.488.396,,,3972917586753.0,3596397488396.0
